,ARS,BL_name,ADE2,ADE3,ADE4,ADE2_LAND,ADE2_LAND,ADE3_REG_BEZ,ADE3_REG_BEZ,ADE4_KREIS,ADE4_KREIS,ADE5_VERB_GEM,ADE5_VERB_GEM,ADE6_GEMEINDE,ADE6_GEMEINDE,EF1_Satzart,Fläche in ha,Fläche in ha,Fläche in ha,"Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, männlich","Bevölkerung, männlich","Bevölkerung, männlich",Neue Postleitzahl,Neue Postleitzahl,Finanzamtsbezirk,Finanzamtsbezirk,Gerichtsbarkeit,Gerichtsbarkeit,Arbeitsagenturbezirk,Arbeitsagenturbezirk,Bundestagswahlkreise,Bundestagswahlkreise
,,,,,,mean,count,mean,count,mean,count,mean,count,mean,count,count,sum,median,mean,sum,median,mean,sum,median,mean,nunique,unique,nunique,unique,nunique,unique,nunique,unique,nunique,unique
111,059620000000,Nordrhein-Westfalen,05,9,62,5.0,15,9.0,15,62.0,15,32.0,15,32.0,15,15,106108,7191.0,7073.87,408579,16320.0,27238.6,201027,8081.0,13401.8,15,"['58762     ' '58802     ' '58553     ' '58675     ' '58849     '
 '58636*****' '58566     ' '58507*****' '58540     ' '58706*****'
 '58769     ' '58809     ' '58840     ' '58579     ' '58791     ']",3,[5302 5328 5332],6,[46113 40183 46153 46143 46173 46163],4,[55371 55251 55211 55011],2,[49 48]
112,059660000000,Nordrhein-Westfalen,05,9,66,5.0,7,9.0,7,66.0,7,16.0,7,16.0,7,7,71211,9792.0,10173.0,134332,19604.0,19190.29,67437,9823.0,9633.86,7,"['57439     ' '57489     ' '57413     ' '57399     ' '57368     '
 '57462     ' '57482     ']",1,[5338],2,[49183 49163],1,[81091],1,[48]
113,059700000000,Nordrhein-Westfalen,05,9,70,5.0,11,9.0,11,70.0,11,24.0,11,24.0,11,11,113289,7972.0,10299.0,276625,17738.0,25147.73,137420,8846.0,12492.73,11,"['57319     ' '57299     ' '57339     ' '57258     ' '57271     '
 '57223     ' '57334     ' '57250     ' '57290     ' '57072*****'
 '57234     ']",1,[5342],2,[49123 49193],3,[81051 81071 81011],1,[47]
114,059740000000,Nordrhein-Westfalen,05,9,74,5.0,14,9.0,14,74.0,14,30.0,14,30.0,14,14,132863,8761.0,9490.21,306674,12870.5,21905.29,152765,6514.5,10911.79,14,"['59609     ' '59505     ' '59469     ' '59597     ' '59590     '
 '59510     ' '59555*****' '59519     ' '59602     ' '59494     '
 '59581     ' '59514     ' '59457     ' '58739     ']",2,[5330 5343],4,[48183 40223 40243 40233],4,[83091 83011 83251 83211],1,[45]
115,059780000000,Nordrhein-Westfalen,05,9,78,5.0,10,9.0,10,78.0,10,22.0,10,22.0,10,10,54321,5623.0,5432.1,399447,36434.5,39944.7,195734,17736.5,19573.4,10,"['59192     ' '59199     ' '58730     ' '59439     ' '59174     '
 '44532*****' '58239     ' '59379     ' '59423*****' '59368     ']",3,[5322 5316 5333],4,[44153 44173 44163 46193],4,[51091 51131 51151 51171],2,[43 44]
116,064110000000,Hessen,06,4,11,6.0,1,4.0,1,11.0,1,0.0,1,0.0,1,1,12207,12207.0,12207.0,164792,164792.0,164792.0,84206,84206.0,84206.0,1,['64283*****'],1,[2607],1,[11034],1,[15011],1,[85]
117,064120000000,Hessen,06,4,12,6.0,1,4.0,1,12.0,1,0.0,1,0.0,1,1,24831,24831.0,24831.0,775790,775790.0,775790.0,382226,382226.0,382226.0,1,['60311*****'],1,[2612],1,[12014],1,[19011],1,[81182]
118,064130000000,Hessen,06,4,13,6.0,1,4.0,1,13.0,1,0.0,1,0.0,1,1,4488,4488.0,4488.0,135490,135490.0,135490.0,67279,67279.0,67279.0,1,['63065*****'],1,[2635],1,[11144],1,[51011],1,[84]
119,064140000000,Hessen,06,4,14,6.0,1,4.0,1,14.0,1,0.0,1,0.0,1,1,20387,20387.0,20387.0,285522,285522.0,285522.0,136598,136598.0,136598.0,1,['65183*****'],1,[2643],1,[19064],1,[59011],1,[78]
120,064310000000,Hessen,06,4,31,6.0,23,4.0,23,31.0,23,411.0,23,19.7,23,23,71949,2667.0,3128.22,276295,8887.0,12012.83,136764,4378.0,5946.26,23,"['69518     ' '64625     ' '68647     ' '69488     ' '68642     '
 '64683     ' '64658*****' '69517     ' '64689     ' '68649     '
 '64646     ' '69434*****' '68623     ' '64686     ' '64678*****'
 '64653     ' '69509     ' '69239     ' '64668     ' '68519     '
 '69483     ' '64673     ' '          ']",2,[2605 2633],4,[11054 11024 11114  1105],4,[15051 15251 15131     1],1,[87]
121,064320000000,Hessen,06,4,32,6.0,23,4.0,23,32.0,23,12.0,23,12.0,23,23,65861,2308.0,2863.52,301827,13866.0,13122.91,149739,6783.0,6510.39,23,"['64665     ' '64832     ' '64404     ' '64807     ' '64859     '
 '64390     ' '64405     ' '64347     ' '64401*****' '64823     '
 '64846     ' '64409     ' '64397     ' '64367     ' '64839     '
 '64372     ' '64853     ' '64319     ' '64354*****' '64380     '
 '64850     ' '64342     ' '64331     ']",2,[2607 2608],2,[11034 11044],2,[15011 15091],2,[85 86]
122,064330000000,Hessen,06,4,33,6.0,14,4.0,14,33.0,14,7.5,14,7.5,14,14,45303,2437.0,3235.93,281712,15816.0,20122.29,141248,7930.0,10089.14,14,"['64584     ' '65474     ' '64572     ' '64579     ' '65462     '
 '64521     ' '65451     ' '64546     ' '64569     ' '65479     '
 '64560     ' '65428     ' '64589     ' '65468     ']",1,[2621],2,[11064 11074],2,[33071 33051],1,[83]
123,064340000000,Hessen,06,4,34,6.0,13,4.0,13,34.0,13,7.0,13,7.0,13,13,48184,3612.0,3706.46,241449,14359.0,18573.0,116999,7033.0,8999.92,13,"['61343*****' '61381     ' '61479*****' '61279     ' '61462     '
 '61476     ' '61267     ' '61440     ' '61389     ' '61449     '
 '61250     ' '61273     ' '61276     ']",1,[2603],2,[12024 12034],1,[33011],2,[75 80]
124,064350000000,Hessen,06,4,35,6.0,30,4.0,30,35.0,30,321.17,30,21.17,30,30,139733,3931.0,4657.77,434002,10570.0,14466.73,214162,5161.0,7138.73,30,"['63619     ' '63628     ' '63599     ' '63633*****' '63636     '
 '63486     ' '63526*****' '63639     ' '63579*****' '63571*****'
 '63538     ' '63584     ' '63546     ' '63450*****' '63594     '
 '63637     ' '63505     ' '63589     ' '63477     ' '63543     '
 '61130     ' '61138     ' '63517     ' '63549     ' '36381     '
 '61137     ' '36391     ' '36396     ' '63607     ' '          ']",2,[2619 2622],3,[15014 15024  1501],3,[31091 31011     1],2,[74 79]
125,064360000000,Hessen,06,4,36,6.0,12,4.0,12,36.0,12,6.5,12,6.5,12,12,22252,1415.0,1854.33,243307,20280.5,20275.58,119373,9953.5,9947.75,12,"['65812     ' '65817     ' '65760     ' '65439     ' '65795     '
 '65239     ' '65719     ' '65779     ' '65830     ' '65835     '
 '65824     ' '65843     ']",1,[2646],3,[12034 12014 19064],1,[33031],1,[80]
126,064370000000,Hessen,06,4,37,6.0,12,4.0,12,37.0,12,8.08,12,8.08,12,12,62399,4108.5,5199.92,97182,7991.0,8098.5,48065,3973.0,4005.42,12,"['64732     ' '64395     ' '64747     ' '64753     ' '64711*****'
 '64407     ' '64739     ' '64750     ' '64720*****' '64756     '
 '64385*****' '64760     ']",1,[2633],1,[11134],1,[15131],1,[86]
127,064380000000,Hessen,06,4,38,6.0,13,4.0,13,38.0,13,7.0,13,7.0,13,13,35623,2168.0,2740.23,364457,28835.0,28035.15,179659,14082.0,13819.92,13,"['63128     ' '63303     ' '63329     ' '63512     ' '63150     '
 '63225     ' '63533     ' '63165     ' '63263     ' '63179     '
 '63110     ' '63322     ' '63500     ']",2,[2628 2644],3,[11144 11124 11174],4,[51051 51111 51091 51011],2,[84 86]
128,064390000000,Hessen,06,4,39,6.0,17,4.0,17,39.0,17,9.0,17,9.0,17,17,81141,4677.0,4773.0,189918,10180.0,11171.65,93105,5070.0,5476.76,16,"['65326     ' '65307     ' '65343*****' '65366*****' '65321     '
 '65329     ' '65510     ' '65399     ' '65391     ' '65527     '
 '65375     ' '65385     ' '65388     ' '65232     ' '65529     '
 '65396     ']",2,[2604 2637],4,[19054 19044 19034 19064],2,[59211 59091],1,[77]
129,064400000000,Hessen,06,4,40,6.0,25,4.0,25,40.0,25,13.0,25,13.0,25,25,110069,3765.0,4402.76,318559,8872.0,12742.36,157926,4370.0,6317.04,25,"['63674     ' '61231     ' '61118     ' '63654     ' '35510     '
 '61209*****' '61197     ' '61169     ' '63688     ' '63695     '
 '63697     ' '61184     ' '63699     ' '63694     ' '35516     '
 '63667     ' '61194*****' '61239     ' '63683     ' '63691     '
 '61203     ' '35519     ' '61191     ' '61200*****' '61206     ']",2,[2634 2616],3,[14024 14054 12014],3,[27091 27171 27271],2,[74 76]
130,065310000000,Hessen,06,5,31,6.0,18,5.0,18,31.0,18,9.5,18,9.5,18,18,85456,4316.0,4747.56,280268,11194.5,15570.44,137940,5519.0,7663.33,18,"['35469     ' '35444     ' '35418     ' '35463     ' '35390*****'
 '35305     ' '35452     ' '35410     ' '35428     ' '35321     '
 '35423     ' '35440     ' '35457     ' '35415     ' '35466     '
 '35447     ' '35460     ' '35435     ']",1,[2620],1,[14064],1,[27011],2,[72 71]
131,065320000000,Hessen,06,5,32,6.0,23,5.0,23,32.0,23,12.0,23,12.0,23,23,106630,4357.0,4636.09,258488,6597.0,11238.61,127769,3249.0,5555.17,23,"['35614*****' '35649     ' '35619     ' '35767     ' '35716     '
 '35683*****' '35759     ' '35630     ' '35713     ' '35753     '
 '35708     ' '35745     ' '35644     ' '35625     ' '35633     '
 '35638     ' '35756     ' '35641     ' '35768     ' '35764     '
 '35606     ' '35647     ' '35578*****']",2,[2639 2609],2,[17104 17024],2,[43071 43031],1,[71]
132,065330000000,Hessen,06,5,33,6.0,19,5.0,19,33.0,19,10.0,19,10.0,19,19,73844,3767.0,3886.53,175690,8028.0,9246.84,87307,3897.0,4595.11,19,"['65614     ' '65611     ' '65520     ' '65599     ' '65627     '
 '65604     ' '65589     ' '65597     ' '65549*****' '35792     '
 '35794     ' '35799     ' '65594     ' '65618     ' '65606     '
 '65620     ' '35781     ' '35789     ' '35796     ']",2,[2638 2630],2,[17094 17064],1,[43011],2,[75 77]
133,065340000000,Hessen,06,5,34,6.0,22,5.0,22,34.0,22,11.5,22,11.5,22,22,126237,4810.5,5738.05,250441,7180.0,11383.68,122893,3528.0,5586.05,22,"['35287     ' '35719     ' '35080     ' '35216     ' '35236     '
 '35091     ' '35232     ' '35085     ' '35112     ' '35075     '
 '35274     ' '35094     ' '35102     ' '35037*****' '35117     '
 '35279     ' '35282     ' '35260     ' '35239     ' '35096     '
 '35083     ' '35288     ']",2,[2631 2606],3,[18074 18014 18094],3,[47051 47111 47011],1,[70]
134,065350000000,Hessen,06,5,35,6.0,19,5.0,19,35.0,19,10.0,19,10.0,19,19,145891,6566.0,7678.47,106792,3172.0,5620.63,53266,1574.0,2803.47,19,"['36304     ' '36326     ' '36325     ' '36399     ' '35329     '
 '36323     ' '36355     ' '36358     ' '35315     ' '36320*****'
 '36341     ' '36369     ' '35325     ' '36329     ' '36110     '
 '63679     ' '36318*****' '35327     ' '36367     ']",2,[2601 2629],2,[14014 14024],1,[27251],3,[72 73 74]
135,066110000000,Hessen,06,6,11,6.0,1,6.0,1,11.0,1,0.0,1,0.0,1,1,10679,10679.0,10679.0,204687,204687.0,204687.0,100203,100203.0,100203.0,1,['34117*****'],1,[2626],1,[16074],1,[35011],1,[67]
136,066310000000,Hessen,06,6,31,6.0,23,6.0,23,31.0,23,12.0,23,12.0,23,23,138042,5599.0,6001.83,228713,6380.0,9944.04,113989,3211.0,4956.04,22,"['36364     ' '36151*****' '36160     ' '36157     ' '36115     '
 '36124     ' '36132     ' '36103     ' '36037*****' '36129     '
 '36137     ' '36145     ' '36154     ' '36088     ' '36148     '
 '36093     ' '36119*****' '36167     ' '36100     ' '36163     '
 '36169     ' '36142     ']",1,[2618],2,[13014 13074],1,[11111],1,[73]
137,066320000000,Hessen,06,6,32,6.0,20,6.0,20,32.0,20,10.5,20,10.5,20,20,109775,5599.5,5488.75,121348,3877.0,6067.4,60670,2022.0,3033.5,19,"['36211     ' '36251     ' '36179     ' '36287     ' '36219     '
 '36289     ' '36282     ' '36166     ' '36266     ' '36284     '
 '36275     ' '36214*****' '36286     ' '36272     ' '36269     '
 '36217     ' '36199     ' '36277     ' '36208     ']",2,[2636 2602],1,[13054],1,[11011],1,[68]
138,066330000000,Hessen,06,6,33,6.0,29,6.0,29,33.0,29,331.62,29,21.28,29,29,129333,3367.0,4459.76,241095,5938.0,8313.62,118357,2974.0,4081.28,29,"['34292*****' '34385     ' '34225     ' '34479     ' '34379     '
 '34308     ' '34314     ' '34277     ' '34233*****' '34393     '
 '34317     ' '34298     ' '34369     ' '34376     ' '34260     '
 '34396     ' '34253     ' '34311     ' '34329     ' '34266     '
 '34359     ' '34270     ' '34320     ' '34388     ' '34246     '
 '34466     ' '34289     ' '34399     ' '          ']",2,[2625 2623],2,[16074  1607],4,[35011 35091 35211     1],2,[67 66]
139,066340000000,Hessen,06,6,34,6.0,27,6.0,27,34.0,27,14.0,27,14.0,27,27,153900,4979.0,5700.0,183501,5483.0,6796.33,92145,2730.0,3412.78,27,"['34582     ' '34295*****' '34587     ' '34621     ' '34560     '
 '34630     ' '34281*****' '34302     ' '34576     ' '34632     '
 '34593     ' '34327     ' '34323     ' '34212     ' '34326     '
 '34599     ' '34626     ' '34305     ' '36280     ' '34633     '
 '34637     ' '34613     ' '34639     ' '34286     ' '34590*****'
 '34628     ' '34596     ']",3,[2624 2632 2642],3,[16034 16094 18124],3,[39151 39171 39191],1,[69]
140,066350000000,Hessen,06,6,35,6.0,21,6.0,21,35.0,21,11.81,21,11.81,21,21,184870,8255.0,8803.33,159189,5553.0,7580.43,79382,2778.0,3780.1,21,"['35108     ' '34454     ' '34537     ' '35088     ' '35099     '
 '34519     ' '34474     ' '34549     ' '35110     ' '35066     '
 '35285     ' '35114     ' '35116     ' '34497*****' '35104     '
 '35119     ' '34477     ' '34516     ' '34471     ' '34513*****'
 '34508     ']",2,[2611 2627],3,[18034 16084 16034],3,[39091 39131 39011],2,[69 66]
141,066360000000,Hessen,06,6,36,6.0,17,6.0,17,36.0,17,549.18,17,19.76,17,17,102484,5032.0,6028.47,100215,4212.0,5895.0,49569,2096.0,2915.82,17,"['37242     ' '37297     ' '37269     ' '37247     ' '37293     '
 '37235     ' '37276     ' '37290     ' '37249     ' '37296     '
 '36205     ' '37284     ' '37281     ' '37287     ' '37299     '
 '37213*****' '          ']",2,[2641 2610],2,[16024  1602],3,[35171 35231     1],1,[68]
142,070000000000,Rheinland-Pfalz,07,0,00,7.0,1,0.0,1,0.0,1,9999.0,1,999.0,1,1,620,620.0,620.0,0,0.0,0.0,0,0.0,0.0,1,[''],1,[0],1,[0],1,[0],1,[0]
143,071110000000,Rheinland-Pfalz,07,1,11,7.0,1,1.0,1,11.0,1,0.0,1,0.0,1,1,10525,10525.0,10525.0,115298,115298.0,115298.0,56682,56682.0,56682.0,1,['56068*****'],1,[2722],1,[22105],1,[19011],1,[98]
144,071310000000,Rheinland-Pfalz,07,1,31,7.0,74,1.0,74,31.0,74,4734.93,74,76.12,74,74,78704,707.0,1063.57,128741,490.5,1739.74,63697,253.5,860.77,20,"['53518     ' '53506*****' '53505     ' '53533*****' '53498     '
 '53474     ' '53534*****' '56656*****' '53520*****' '53426*****'
 '53507*****' '53508*****' '56651     ' '53424     ' '53489     '
 '53501     ' '56659*****' '56653*****' '56746*****' '56745*****']",1,[2701],2,[22045 22185],2,[19191 19231],1,[97]
145,071320000000,Rheinland-Pfalz,07,1,32,7.0,118,1.0,118,32.0,118,5008.6,118,69.17,118,118,64234,359.5,544.36,131907,543.0,1117.86,65368,273.5,553.97,33,"['57610     ' '57518     ' '57632*****' '57589*****' '57587*****'
 '57612*****' '57539*****' '57537     ' '57555*****' '56593*****'
 '57567     ' '57520*****' '57580*****' '57578*****' '57635*****'
 '57614*****' '57537*****' '51598*****' '57577     ' '57572*****'
 '57562*****' '57610*****' '57548*****' '57629*****' '57636*****'
 '57583*****' '56472*****' '57581*****' '57641*****' '57584*****'
 '57638*****' '57586*****' '56594*****']",1,[2702],2,[22025 22055],2,[47051 47091],1,[96]
146,071330000000,Rheinland-Pfalz,07,1,33,7.0,118,1.0,118,33.0,118,4965.48,118,69.26,118,118,86389,572.5,732.11,161852,531.5,1371.63,79110,260.0,670.42,33,"['55568*****' '55595*****' '55585*****' '55569*****' '55545*****'
 '55758*****' '55606*****' '55608*****' '67827*****' '55546*****'
 '55606     ' '55592*****' '55559*****' '67829*****' '55566     '
 '55442*****' '55444*****' '55452*****' '67824*****' '67826*****'
 '55619*****' '55621*****' '55450     ' '67823*****' '67744*****'
 '55627*****' '55590*****' '55596*****' '55571*****' '55576*****'
 '55629*****' '55618*****' '55593     ']",2,[2706 2709],2,[21065 21015],2,[11172 11012],1,[0]
147,071340000000,Rheinland-Pfalz,07,1,34,7.0,96,1.0,96,34.0,96,4951.78,96,52.73,96,96,77684,629.0,809.21,81918,348.0,853.31,40607,178.0,422.99,16,"['55767*****' '55758*****' '55774     ' '55608*****' '55776*****'
 '55777*****' '55765     ' '54422*****' '55624*****' '55626*****'
 '55743*****' '55779*****' '55756     ' '55768*****' '55483*****'
 '55743     ']",1,[2709],1,[21035],1,[11132],1,[0]
148,071350000000,Rheinland-Pfalz,07,1,35,7.0,89,1.0,89,35.0,89,5002.73,89,57.24,89,89,69247,564.0,778.06,62669,430.0,704.15,31496,215.0,353.89,24,"['56859*****' '56828*****' '56858*****' '56766     ' '56814*****'
 '56825*****' '56754*****' '56865*****' '56761*****' '56867*****'
 '56829*****' '56820*****' '56823*****' '56812     ' '56821*****'
 '56759     ' '56818*****' '56290*****' '56826*****' '56254*****'
 '56862*****' '56253*****' '56856*****' '56864*****']",1,[2740],1,[22075],1,[19131],1,[99]
149,071370000000,Rheinland-Pfalz,07,1,37,7.0,87,1.0,87,37.0,87,4835.2,87,122.87,87,87,81767,629.0,939.85,219001,970.0,2517.25,108207,463.0,1243.76,34,"['56729*****' '56626     ' '56745*****' '56751     ' '56294*****'
 '56295*****' '56736*****' '56630*****' '56642*****' '56727*****'
 '56743     ' '56753*****' '56645*****' '56299*****' '56637     '
 '56751*****' '56727     ' '56648*****' '56332*****' '56220*****'
 '56170     ' '56321*****' '56330     ' '56290*****' '56218*****'
 '56179     ' '56283*****' '56322*****' '56182*****' '56179*****'
 '56323*****' '56575     ' '56191*****' '56333*****']",2,[2729 2722],3,[22135 22035 22105],3,[19251 19271 19011],2,[97 98]
150,071380000000,Rheinland-Pfalz,07,1,38,7.0,62,1.0,62,38.0,62,4925.66,62,51.98,62,62,62704,690.0,1011.35,188139,1411.5,3034.5,92918,701.5,1498.68,31,"['56584*****' '53567     ' '53557*****' '56579     ' '53547*****'
 '53572     ' '56589*****' '56307*****' '56269*****' '56305     '
 '56581*****' '53579*****' '56276*****' '56598*****' '56316*****'
 '56271*****' '56599*****' '56317*****' '53545*****' '53577*****'
 '56564*****' '57614*****' '57639*****' '56587*****' '53545     '
 '53619*****' '53562*****' '53560*****' '56588*****' '53578*****'
 '56269     ']",1,[2732],2,[22155 22125],2,[47011 47131],1,[96]
151,071400000000,Rheinland-Pfalz,07,1,40,7.0,137,1.0,137,40.0,137,4973.48,137,100.23,137,137,99107,527.0,723.41,106227,336.0,775.38,52900,167.0,386.13,24,"['56288     ' '55469     ' '55496*****' '56291*****' '55483*****'
 '56858*****' '56290*****' '55494*****' '55471*****' '56288*****'
 '55491*****' '55432*****' '55487*****' '55481     ' '56281     '
 '55497*****' '55490*****' '56283*****' '56850*****' '55430*****'
 '55499*****' '56329*****' '56869*****' '56154     ']",2,[2740 2722],3,[21055 22165 22055],2,[11211 11231],1,[99]
152,071410000000,Rheinland-Pfalz,07,1,41,7.0,137,1.0,137,41.0,137,4972.17,137,81.97,137,137,78218,442.0,570.93,124796,402.0,910.92,61754,197.0,450.76,25,"['56370*****' '65624*****' '56357*****' '65582     ' '56130*****'
 '56132*****' '56368     ' '56355     ' '65626*****' '56348*****'
 '65558*****' '56379*****' '56340*****' '56133*****' '56341*****'
 '65623*****' '56349*****' '56112*****' '56346     ' '56377*****'
 '65629*****' '56368*****' '65391*****' '56337*****' '56338*****']",2,[2730 2722],3,[22085 22165 22115],6,[35092 35052 35251 35051 35252 35211],2,[ 3 98]
153,071430000000,Rheinland-Pfalz,07,1,43,7.0,192,1.0,192,43.0,192,5005.42,192,177.46,192,192,98904,400.5,515.12,206709,651.5,1076.61,102513,334.5,533.92,36,"['56237*****' '56424*****' '56412*****' '56428*****' '56414     '
 '56337*****' '56242     ' '56244*****' '56249*****' '56206*****'
 '56204*****' '56203     ' '56235     ' '56271*****' '56410     '
 '56335*****' '56427*****' '56422     ' '56459*****' '57642*****'
 '57627     ' '57629*****' '56470     ' '57648*****' '57614*****'
 '56479*****' '56472*****' '57647*****' '57612*****' '56457     '
 '57644*****' '56462*****' '57520*****' '57583*****' '57645*****'
 '56477     ']",2,[2730 2702],2,[22145 22195],4,[35172 35012 35292 35132],1,[3]
154,072110000000,Rheinland-Pfalz,07,2,11,7.0,1,2.0,1,11.0,1,0.0,1,0.0,1,1,11706,11706.0,11706.0,112737,112737.0,112737.0,55783,55783.0,55783.0,1,['54290*****'],1,[2742],1,[24075],1,[63012],1,[2]
155,072310000000,Rheinland-Pfalz,07,2,31,7.0,107,2.0,107,31.0,107,4918.59,107,87.51,107,107,116790,778.0,1091.5,115083,495.0,1075.54,57523,243.0,537.6,32,"['54518*****' '54538*****' '54426*****' '54470*****' '54533*****'
 '54472*****' '56843*****' '54424     ' '54411*****' '54523*****'
 '54531*****' '56850*****' '54492*****' '54516*****' '54470     '
 '54534*****' '54497*****' '54524*****' '54483*****' '54536*****'
 '54484*****' '54486*****' '54347*****' '54498*****' '56861*****'
 '54528*****' '56841     ' '54539*****' '54487*****' '54516     '
 '54497     ' '54526*****']",1,[2743],3,[24085 24045 24015],2,[63372 63051],2,[ 1 99]
156,072320000000,Rheinland-Pfalz,07,2,32,7.0,234,2.0,234,32.0,234,4984.13,234,156.27,234,234,162693,547.5,695.27,104435,202.5,446.3,52833,101.5,225.78,30,"['54689*****' '54668*****' '54636*****' '54675*****' '54673     '
 '54664*****' '54657*****' '54662     ' '54673*****' '54646*****'
 '54634     ' '54669*****' '54647*****' '54655*****' '54666*****'
 '54310*****' '54687     ' '54597*****' '54608*****' '54610*****'
 '54649*****' '54614*****' '54298*****' '54619*****' '54595     '
 '54533*****' '54617*****' '54612*****' '54529*****' '54616*****']",1,[2710],2,[24025 24055],2,[63092 63292],1,[1]
157,072330000000,Rheinland-Pfalz,07,2,33,7.0,109,2.0,109,33.0,109,5003.65,109,115.37,109,109,91165,594.0,836.38,61912,258.0,568.0,31056,130.0,284.92,22,"['54578*****' '54552*****' '54570*****' '54587*****' '54576*****'
 '54585*****' '54584*****' '54568     ' '54558*****' '54579*****'
 '56769*****' '56766*****' '54574*****' '53539     ' '53520*****'
 '54597*****' '56767*****' '54611*****' '54589*****' '56729*****'
 '54586*****' '54550     ']",1,[2743],2,[24035 24055],1,[63172],1,[1]
158,072350000000,Rheinland-Pfalz,07,2,35,7.0,104,2.0,104,35.0,104,5005.31,104,86.93,104,104,110221,740.0,1059.82,153814,839.5,1478.98,76668,436.0,737.19,38,"['54298*****' '54441*****' '54314*****' '54340*****' '54413*****'
 '54316*****' '54317*****' '54341*****' '54439     ' '54343*****'
 '54450*****' '54429*****' '54411     ' '54421*****' '54451*****'
 '54427*****' '54344*****' '54329     ' '54306*****' '54308*****'
 '54338     ' '54346*****' '54318*****' '54426*****' '54422*****'
 '54309*****' '54453*****' '54331*****' '54456*****' '54310*****'
 '54455*****' '54311*****' '54320     ' '54332*****' '54459*****'
 '54457*****' '54313*****' '54349*****']",1,[2742],3,[24075 24065 24045],2,[63012 63332],1,[2]
159,073110000000,Rheinland-Pfalz,07,3,11,7.0,1,3.0,1,11.0,1,0.0,1,0.0,1,1,4388,4388.0,4388.0,49122,49122.0,49122.0,24061,24061.0,24061.0,1,['67227     '],1,[2727],1,[31025],1,[23052],1,[6]
160,073120000000,Rheinland-Pfalz,07,3,12,7.0,1,3.0,1,12.0,1,0.0,1,0.0,1,1,13970,13970.0,13970.0,101486,101486.0,101486.0,51241,51241.0,51241.0,1,['67657*****'],1,[2719],1,[32015],1,[15012],1,[8]
161,073130000000,Rheinland-Pfalz,07,3,13,7.0,1,3.0,1,13.0,1,0.0,1,0.0,1,1,8294,8294.0,8294.0,48341,48341.0,48341.0,23072,23072.0,23072.0,1,['76829*****'],1,[2724],1,[33045],1,[43012],1,[10]
162,073140000000,Rheinland-Pfalz,07,3,14,7.0,1,3.0,1,14.0,1,0.0,1,0.0,1,1,7743,7743.0,7743.0,176110,176110.0,176110.0,88552,88552.0,88552.0,1,['67059*****'],1,[2727],1,[31045],1,[23012],1,[6]
163,073150000000,Rheinland-Pfalz,07,3,15,7.0,1,3.0,1,15.0,1,0.0,1,0.0,1,1,9773,9773.0,9773.0,222889,222889.0,222889.0,108873,108873.0,108873.0,1,['55116*****'],1,[2726],1,[23045],1,[27012],1,[4]
164,073160000000,Rheinland-Pfalz,07,3,16,7.0,1,3.0,1,16.0,1,0.0,1,0.0,1,1,11709,11709.0,11709.0,53920,53920.0,53920.0,26353,26353.0,26353.0,1,['67433*****'],1,[2731],1,[31055],1,[43252],1,[7]
165,073170000000,Rheinland-Pfalz,07,3,17,7.0,1,3.0,1,17.0,1,0.0,1,0.0,1,1,6135,6135.0,6135.0,40941,40941.0,40941.0,20076,20076.0,20076.0,1,['66953*****'],1,[2735],1,[34025],1,[15272],1,[9]
166,073180000000,Rheinland-Pfalz,07,3,18,7.0,1,3.0,1,18.0,1,0.0,1,0.0,1,1,4271,4271.0,4271.0,51203,51203.0,51203.0,24998,24998.0,24998.0,1,['67346     '],1,[2741],1,[31065],1,[23132],1,[7]
167,073190000000,Rheinland-Pfalz,07,3,19,7.0,1,3.0,1,19.0,1,0.0,1,0.0,1,1,10873,10873.0,10873.0,85609,85609.0,85609.0,42650,42650.0,42650.0,1,['67547*****'],1,[2744],1,[23075],1,[27212],1,[5]
168,073200000000,Rheinland-Pfalz,07,3,20,7.0,1,3.0,1,20.0,1,0.0,1,0.0,1,1,7064,7064.0,7064.0,34613,34613.0,34613.0,17203,17203.0,17203.0,1,['66482     '],1,[2735],1,[34035],1,[15292],1,[9]
169,073310000000,Rheinland-Pfalz,07,3,31,7.0,69,3.0,69,31.0,69,4931.2,69,37.41,69,69,58807,687.0,852.28,133430,1063.0,1933.77,66357,545.0,961.7,28,"['55234*****' '67577*****' '55232     ' '55288*****' '67595*****'
 '67593*****' '55237*****' '67596*****' '55599     ' '67575     '
 '55232*****' '67592*****' '55239*****' '55578*****' '67578*****'
 '55597*****' '67598*****' '67599*****' '67580*****' '67591*****'
 '67294*****' '67582*****' '67590     ' '67574     ' '55291*****'
 '55286     ' '55597     ' '55599*****']",3,[2708 2744 2706],2,[23015 23075],2,[27052 27212],1,[5]
