,ARS,BL_name,ADE2,ADE3,ADE4,ADE2_LAND,ADE2_LAND,ADE3_REG_BEZ,ADE3_REG_BEZ,ADE4_KREIS,ADE4_KREIS,ADE5_VERB_GEM,ADE5_VERB_GEM,ADE6_GEMEINDE,ADE6_GEMEINDE,EF1_Satzart,Fläche in ha,Fläche in ha,Fläche in ha,"Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, männlich","Bevölkerung, männlich","Bevölkerung, männlich",Neue Postleitzahl,Neue Postleitzahl,Finanzamtsbezirk,Finanzamtsbezirk,Gerichtsbarkeit,Gerichtsbarkeit,Arbeitsagenturbezirk,Arbeitsagenturbezirk,Bundestagswahlkreise,Bundestagswahlkreise
,,,,,,mean,count,mean,count,mean,count,mean,count,mean,count,count,sum,median,mean,sum,median,mean,sum,median,mean,nunique,unique,nunique,unique,nunique,unique,nunique,unique,nunique,unique
218,084250000000,Baden-Württemberg,08,4,25,8.0,55,4.0,55,25.0,55,4739.16,55,72.04,55,55,135853,1394.0,2470.05,203873,2117.0,3706.78,102784,1056.0,1868.8,45,"['89604     ' '89605     ' '89174     ' '73340     ' '89176     '
 '89177     ' '89179     ' '89180*****' '89182     ' '89143     '
 '89183     ' '89165     ' '89160     ' '89584     ' '88499     '
 '89607     ' '89155     ' '89608     ' '89613     ' '89597     '
 '89185     ' '89186     ' '89150     ' '89129     ' '89173     '
 '89188     ' '89189     ' '89191     ' '89610     ' '89611     '
 '89614     ' '89192     ' '89616     ' '89601     ' '89194     '
 '89617     ' '89619     ' '89197     ' '72589     ' '89198     '
 '89171     ' '89195     ' '72535     ' '88481*****' '89134     ']",3,[2858 2888 2889],2,[28016 28056],2,[84092 84012],1,[91]
219,084260000000,Baden-Württemberg,08,4,26,8.0,45,4.0,45,26.0,45,4895.98,45,66.49,45,45,140950,2502.0,3132.22,208203,3247.0,4626.73,105165,1653.0,2337.0,35,"['88480     ' '88422     ' '88348     ' '88499     ' '88448     '
 '88427     ' '88450     ' '88400     ' '88483     ' '88451     '
 '88525     ' '88436     ' '88416     ' '88453     ' '88521     '
 '88454*****' '88456*****' '88486     ' '88457     ' '88515     '
 '88471     ' '88437     ' '88487     ' '88441     ' '88422*****'
 '88430     ' '88477     ' '88459     ' '88444     ' '88527     '
 '88524     ' '88489*****' '88447*****' '88433     ' '88484     ']",2,[2854 2879],2,[24026 24056],1,[84112],1,[92]
220,084350000000,Baden-Württemberg,08,4,35,8.0,23,4.0,23,35.0,23,4787.91,23,35.96,23,23,66475,2042.0,2890.22,224200,5110.0,9747.83,110251,2572.0,4793.52,22,"['88697     ' '88718     ' '88097     ' '88699     ' '88045*****'
 '88709     ' '88633     ' '88090     ' '88079     ' '88085     '
 '88677     ' '88074     ' '88099     ' '88094     ' '88696     '
 '88682     ' '78354     ' '88719     ' '88069*****' '88662     '
 '88690     ' '88693     ']",2,[2887 2861],2,[15106 24076],2,[34172 34192],1,[93]
221,084360000000,Baden-Württemberg,08,4,36,8.0,39,4.0,39,36.0,39,4367.79,39,45.67,39,39,163207,2635.0,4184.79,293148,4153.0,7516.62,146369,2134.0,3753.05,36,"['88147     ' '88317     ' '88319     ' '88361     ' '88279     '
 '88326     ' '88339     ' '88410     ' '88255     ' '88276     '
 '88368     ' '88285     ' '88370     ' '88373     ' '88287     '
 '88379*****' '88374     ' '88316     ' '88353     ' '88376     '
 '88299     ' '88212*****' '88377     ' '88281     ' '88379     '
 '88267     ' '88289     ' '88239     ' '88250     ' '88271     '
 '88364     ' '88284     ' '88371     ' '88260     ' '88263     '
 '88273     ']",3,[2891 2881 2877],4,[24086 24036 24046 24016],2,[34212 34232],2,[94 92]
222,084370000000,Baden-Württemberg,08,4,37,8.0,25,4.0,25,37.0,25,4807.24,25,77.92,25,25,120423,4385.0,4816.92,134259,3502.0,5370.36,67508,1730.0,2700.32,24,"['88631     ' '72511     ' '72501     ' '88518     ' '72513*****'
 '88367     ' '88636     ' '72514     ' '72505     ' '88637     '
 '88512     ' '88605     ' '72419     ' '88356     ' '88630     '
 '88348     ' '72516     ' '72477     ' '72488     ' '72517     '
 '72510     ' '72519     ' '88639     ' '88634     ']",2,[2885 2881],2,[22056 24066],1,[14292],2,[95 93]
223,091610000000,Bayern,09,1,61,9.0,1,1.0,1,61.0,1,0.0,1,0.0,1,1,13335,13335.0,13335.0,142308,142308.0,142308.0,72076,72076.0,72076.0,1,['85047*****'],1,[9124],1,[0],1,[27012],1,[15]
224,091620000000,Bayern,09,1,62,9.0,1,1.0,1,62.0,1,0.0,1,0.0,1,1,31070,31070.0,31070.0,1510378,1510378.0,1510378.0,734925,734925.0,734925.0,1,['80313*****'],1,[9147],1,[26018],1,[43012],1,[16219]
225,091630000000,Bayern,09,1,63,9.0,1,1.0,1,63.0,1,0.0,1,0.0,1,1,3722,3722.0,3722.0,65192,65192.0,65192.0,32453,32453.0,32453.0,1,['83013*****'],1,[9156],1,[29098],1,[55012],1,[21]
226,091710000000,Bayern,09,1,71,9.0,24,1.0,24,71.0,24,2820.67,24,123.5,24,24,56928,2316.5,2372.0,114459,2820.0,4769.12,56754,1417.0,2364.75,20,"['84503     ' '84489*****' '84508     ' '84547     ' '84567*****'
 '84550*****' '84518*****' '84533     ' '84553*****' '84556*****'
 '84558     ' '84561     ' '84524*****' '84568     ' '84571     '
 '84576*****' '84513*****' '84577     ' '84579     ' '84543*****']",1,[9106],1,[29018],1,[59072],1,[11]
227,091720000000,Bayern,09,1,72,9.0,17,1.0,17,72.0,17,1219.94,17,161.12,17,17,83985,3563.0,4940.29,108315,5600.0,6371.47,53251,2766.0,3132.41,15,"['83404     ' '83454     ' '83435*****' '83457     ' '83471     '
 '83483     ' '83395*****' '83410     ' '83487*****' '83451     '
 '83486     ' '83416     ' '83458     ' '83315*****' '          ']",1,[9105],2,[29078  2907],2,[59052     2],1,[24]
228,091730000000,Bayern,09,1,73,9.0,23,1.0,23,73.0,23,2454.48,23,156.83,23,23,111066,3787.0,4828.96,130182,3732.0,5660.09,64228,1829.0,2792.52,21,"['83670*****' '83646*****' '83671     ' '83673*****' '83623     '
 '82544     ' '82547     ' '83674     ' '82538     ' '83677     '
 '82057     ' '83676     ' '82431*****' '82549     ' '83661*****'
 '82541     ' '83679*****' '82444*****' '83646     ' '82515*****'
 '          ']",2,[9104 9169],2,[27148  2714],3,[55092 55252     2],1,[22]
229,091740000000,Bayern,09,1,74,9.0,17,1.0,17,74.0,17,131.94,17,131.94,17,17,57915,3023.0,3406.76,157813,6294.0,9283.12,78841,3213.0,4637.71,16,"['85250     ' '85232*****' '85221*****' '85253     ' '85778     '
 '85241*****' '85757*****' '85229     ' '85235*****' '85238     '
 '85244     ' '85247     ' '85254*****' '86567     ' '85256     '
 '85258     ']",1,[9107],1,[27028],1,[23072],1,[14]
230,091750000000,Bayern,09,1,75,9.0,24,1.0,24,75.0,24,3162.17,24,165.08,24,24,54940,2078.0,2289.17,147559,3986.5,6148.29,73820,2020.5,3075.83,21,"['85646*****' '85617     ' '85625*****' '85567*****' '85560*****'
 '85658*****' '85661     ' '83553*****' '85567     ' '85664     '
 '85614     ' '85570     ' '85665*****' '85667*****' '85587*****'
 '85652     ' '85586*****' '83550*****' '85643     ' '85604*****'
 '          ']",1,[9112],2,[27038  2703],2,[23112     2],1,[12]
231,091760000000,Bayern,09,1,76,9.0,31,1.0,31,76.0,31,2204.13,31,148.13,31,31,121384,3902.0,3915.61,136565,3087.0,4405.32,69189,1556.0,2231.9,31,"['85111*****' '93336     ' '92339*****' '85113     ' '85114     '
 '85095     ' '91795     ' '85116*****' '85072*****' '85117     '
 '85080     ' '85098*****' '85120     ' '85122     ' '85125     '
 '85110*****' '85092     ' '85101*****' '93349     ' '91804*****'
 '85128     ' '85129     ' '85104     ' '85131*****' '85132*****'
 '85134*****' '85135     ' '85137*****' '91809     ' '85139     '
 '          ']",1,[9171],1,[0],2,[27032     2],1,[15]
232,091770000000,Bayern,09,1,77,9.0,26,1.0,26,77.0,26,3008.15,26,126.65,26,26,87073,2530.0,3348.96,142540,3408.5,5482.31,71575,1769.5,2752.88,26,"['85459*****' '85461     ' '85656*****' '84405*****' '85462*****'
 '85435*****' '85464     ' '85659     ' '85447     ' '84432*****'
 '84416*****' '84424     ' '84434*****' '85465*****' '84435     '
 '85452     ' '85467     ' '85445*****' '85570*****' '85669     '
 '84427*****' '84439     ' '84416     ' '85469*****' '85456*****'
 '85457     ']",1,[9114],1,[24118],1,[23052],1,[12]
233,091780000000,Bayern,09,1,78,9.0,24,1.0,24,78.0,24,2214.21,24,134.38,24,24,79983,3207.5,3332.62,186276,3804.0,7761.5,95265,1941.0,3969.38,23,"['85391*****' '85395*****' '84072     ' '85386     ' '84104     '
 '85777     ' '85350*****' '85408*****' '85410*****' '85399*****'
 '85413*****' '85411     ' '85414     ' '85402     ' '85416     '
 '85417     ' '85419     ' '85368     ' '85405*****' '85371*****'
 '85307*****' '85368*****' '85406     ']",1,[9115],1,[24128],1,[23012],1,[13]
234,091790000000,Bayern,09,1,79,9.0,23,1.0,23,79.0,23,2521.26,23,129.39,23,23,43482,1530.0,1890.52,222932,4052.0,9692.7,109470,1960.0,4759.57,23,"['82276*****' '82239     ' '82278*****' '82281     ' '82223     '
 '82275*****' '82256*****' '82110*****' '82284     ' '82194*****'
 '82285*****' '82287*****' '82288*****' '82290*****' '82216*****'
 '82291     ' '82293*****' '82272*****' '82294*****' '82140*****'
 '82178*****' '82296*****' '82299     ']",1,[9117],1,[27068],1,[63112],2,[14 23]
235,091800000000,Bayern,09,1,80,9.0,23,1.0,23,80.0,23,2925.87,23,138.26,23,23,101218,3256.0,4400.78,88748,1944.0,3858.61,42820,953.0,1861.74,22,"['82433     ' '82435*****' '82438     ' '82488*****' '82490     '
 '82456*****' '82491     ' '82439     ' '82494*****' '82481*****'
 '82418*****' '82487     ' '82496     ' '82441     ' '82418     '
 '82442     ' '82445     ' '82447*****' '82449     ' '82497     '
 '82499*****' '          ']",1,[9119],2,[27078  2707],2,[63052     2],1,[25]
236,091810000000,Bayern,09,1,81,9.0,32,1.0,32,81.0,32,3865.75,32,139.62,32,32,80435,2101.5,2513.59,124311,2350.5,3884.72,62031,1191.5,1938.47,32,"['86974*****' '86920     ' '86911*****' '82279*****' '86492     '
 '86922*****' '86923*****' '86925     ' '82269     ' '86926*****'
 '86928*****' '86857*****' '86859     ' '86916*****' '86981*****'
 '86886*****' '86836*****' '86929     ' '86946*****' '86931     '
 '86934     ' '86935*****' '86937*****' '86938     ' '86940*****'
 '86932     ' '86943*****' '86944*****' '86919     ' '86947     '
 '86949     ' '          ']",1,[9131],2,[21068  2106],2,[63072     2],1,[23]
237,091820000000,Bayern,09,1,82,9.0,17,1.0,17,82.0,17,124.88,17,124.88,17,17,86621,4670.0,5095.35,101451,5134.0,5967.71,49897,2464.0,2935.12,17,"['83707*****' '83735*****' '83730*****' '83703*****' '83734     '
 '83607*****' '83737     ' '83708*****' '83714*****' '83624     '
 '83700     ' '83727*****' '83684*****' '83626     ' '83666     '
 '83627     ' '83629*****']",1,[9139],1,[27108],1,[55132],1,[22]
238,091830000000,Bayern,09,1,83,9.0,32,1.0,32,83.0,32,3872.91,32,139.84,32,32,80535,2501.5,2516.72,120732,1938.0,3772.88,61055,978.5,1907.97,28,"['84539     ' '84544     ' '84428     ' '84546*****' '84513     '
 '83536*****' '83527     ' '84431     ' '84555*****' '83527*****'
 '84559     ' '84494*****' '83558     ' '84562     ' '84453*****'
 '84564     ' '84565*****' '84419     ' '84570     ' '83562*****'
 '84437     ' '84573*****' '84419*****' '84574*****' '83567*****'
 '84478*****' '84539*****' '          ']",1,[9141],2,[29088  2908],2,[59092     2],1,[11]
239,091840000000,Bayern,09,1,84,9.0,32,1.0,32,84.0,32,1006.09,32,162.34,32,32,66426,1611.0,2075.81,358480,10327.5,11202.5,177432,5098.0,5544.75,30,"['85609     ' '82065     ' '85649*****' '85622*****' '85748*****'
 '82166*****' '85630*****' '82031*****' '85540*****' '85635     '
 '85662*****' '85737*****' '85551     ' '82061*****' '82035*****'
 '85764*****' '85521*****' '85653     ' '82152*****' '82049*****'
 '85640     ' '82054     ' '82069*****' '82064*****' '82024*****'
 '85579*****' '85774*****' '82008*****' '85716*****' '          ']",1,[9147],2,[26018  2601],2,[43012     2],1,[20]
240,091850000000,Bayern,09,1,85,9.0,18,1.0,18,85.0,18,2092.67,18,141.06,18,18,73973,3112.5,4109.61,101109,3181.5,5617.17,50996,1609.0,2833.11,18,"['86561     ' '86562*****' '86673*****' '86564*****' '86666     '
 '86676     ' '86565*****' '86668     ' '85123     ' '86571*****'
 '86633*****' '86697     ' '86643     ' '86701*****' '86529*****'
 '86669     ' '86579*****' '86706     ']",1,[9159],1,[0],1,[27072],2,[13 15]
241,091860000000,Bayern,09,1,86,9.0,19,1.0,19,86.0,19,1725.11,19,137.89,19,19,76104,3543.0,4005.47,132966,5200.0,6998.21,67385,2664.0,3546.58,18,"['85107     ' '85119*****' '85290*****' '85302     ' '85276*****'
 '86558     ' '85304     ' '85305     ' '85077*****' '85126     '
 '85309     ' '85293     ' '85084     ' '85296     ' '85298     '
 '85301     ' '85088     ' '85283*****']",1,[9154],1,[0],1,[27092],1,[13]
242,091870000000,Bayern,09,1,87,9.0,48,1.0,48,87.0,48,1579.69,48,159.98,48,48,143944,2880.5,2998.83,268391,4158.0,5591.48,132841,2036.0,2767.52,47,"['83123     ' '83229*****' '83547     ' '83043*****' '83233     '
 '83098     ' '83254     ' '83052*****' '83256*****' '83533     '
 '83125     ' '83549     ' '83093*****' '83075     ' '83620     '
 '83126     ' '83112     ' '83556     ' '83109     ' '83257*****'
 '83128     ' '83135     ' '83129     ' '83088*****' '83059     '
 '83115     ' '83131     ' '83080*****' '83539*****' '83209*****'
 '83134     ' '83561*****' '83064     ' '83083     ' '83253*****'
 '83101*****' '83543*****' '83122     ' '83137     ' '83139     '
 '83564     ' '83071*****' '83104     ' '83569     ' '83512*****'
 '83544*****' '          ']",1,[9156],2,[29098  2909],2,[55012     2],1,[21]
243,091880000000,Bayern,09,1,88,9.0,15,1.0,15,88.0,15,750.33,15,150.33,15,15,48771,3150.0,3251.4,139067,7768.0,9271.13,67123,3795.0,4474.87,15,"['82335*****' '82346     ' '82340*****' '82131*****' '82205     '
 '82211     ' '82266     ' '82142*****' '82229     ' '82341*****'
 '82319*****' '82327     ' '82234     ' '82237     ' '          ']",1,[9161],2,[27128  2712],2,[63132     2],1,[23]
244,091890000000,Bayern,09,1,89,9.0,37,1.0,37,89.0,37,2000.89,37,155.57,37,37,153374,3781.0,4145.24,181763,3868.0,4912.51,89797,2005.0,2426.95,36,"['83352*****' '83346     ' '83339     ' '84549     ' '83413*****'
 '83355     ' '83219*****' '83334*****' '83361*****' '83417*****'
 '83250     ' '83365     ' '83119     ' '83349     ' '83367     '
 '83132*****' '83242     ' '83324*****' '83259     ' '83530     '
 '83358*****' '83313*****' '83224*****' '83362     ' '83342     '
 '83373*****' '84529*****' '83294*****' '83278     ' '83308*****'
 '83236     ' '83243*****' '83377*****' '83329*****' '83379*****'
 '          ']",1,[9163],2,[29108  2910],2,[59012     2],1,[24]
245,091900000000,Bayern,09,1,90,9.0,34,1.0,34,90.0,34,3399.91,34,136.88,34,34,96627,2465.5,2841.97,139401,2313.0,4100.03,68970,1164.0,2028.53,33,"['86972     ' '82387*****' '86975     ' '82347     ' '82389*****'
 '86977*****' '82390*****' '82436*****' '82392     ' '86978*****'
 '82383*****' '82386     ' '82393*****' '86980*****' '82395*****'
 '82396     ' '82380     ' '86971*****' '82377*****' '82398*****'
 '86984*****' '82399     ' '82401     ' '86956*****' '86986*****'
 '86987*****' '82402     ' '82404*****' '86989     ' '82362*****'
 '82405     ' '82407*****' '82409     ']",1,[9168],1,[27138],2,[63092 63012],1,[25]
246,092610000000,Bayern,09,2,61,9.0,1,2.0,1,61.0,1,0.0,1,0.0,1,1,6583,6583.0,6583.0,75272,75272.0,75272.0,36756,36756.0,36756.0,1,['84026*****'],1,[9132],1,[24048],1,[35012],1,[27]
247,092620000000,Bayern,09,2,62,9.0,1,2.0,1,62.0,1,0.0,1,0.0,1,1,6956,6956.0,6956.0,54401,54401.0,54401.0,26467,26467.0,26467.0,1,['94030*****'],1,[9153],1,[28038],1,[47012],1,[28]
248,092630000000,Bayern,09,2,63,9.0,1,2.0,1,63.0,1,0.0,1,0.0,1,1,6759,6759.0,6759.0,49775,49775.0,49775.0,25214,25214.0,25214.0,1,['94315*****'],1,[9162],1,[34138],1,[15172],1,[30]
249,092710000000,Bayern,09,2,71,9.0,26,2.0,26,71.0,26,2277.08,26,132.27,26,26,86115,2777.0,3312.12,123129,2379.0,4735.73,62037,1198.0,2386.04,25,"['94527     ' '94530     ' '94532*****' '94505*****' '94533*****'
 '94469*****' '94539     ' '94541*****' '94491*****' '94551     '
 '94547     ' '94550*****' '94526*****' '94554     ' '94557     '
 '94562     ' '94560     ' '94486*****' '94563*****' '94447*****'
 '94571*****' '94508*****' '94569     ' '94574*****' '94577     ']",1,[9108],1,[22018],1,[15012],1,[26]
250,092720000000,Bayern,09,2,72,9.0,36,2.0,36,72.0,36,4393.5,36,233.44,36,36,98386,2218.5,2732.94,79603,1745.0,2211.19,39624,891.5,1100.67,26,"['94536*****' '94078*****' '94142*****' '94475*****' '94143     '
 '94145     ' '94146     ' '94545     ' '94548*****' '94118     '
 '94151     ' '94089     ' '94157     ' '94158*****' '94160     '
 '94133     ' '94163     ' '94568*****' '94572*****' '94556     '
 '94513     ' '94518*****' '94169     ' '94065*****' '94579*****'
 '          ']",1,[9157],2,[28018  2801],3,[47032 47132     2],1,[26]
251,092730000000,Bayern,09,2,73,9.0,27,2.0,27,73.0,27,4184.67,27,179.7,27,27,106511,3263.0,3944.85,126539,2166.0,4686.63,64157,1143.0,2376.19,24,"['93326*****' '84089*****' '84091*****' '93077*****' '93354     '
 '93343*****' '93345*****' '84097*****' '93346     ' '93309*****'
 '93348*****' '84085*****' '84048*****' '93333*****' '93351     '
 '84094*****' '93339*****' '93352     ' '93342*****' '93356*****'
 '93358*****' '84106*****' '93359*****' '          ']",1,[9126],2,[34057  3405],3,[39092 39172     2],1,[27]
252,092740000000,Bayern,09,2,74,9.0,35,2.0,35,74.0,35,2613.14,35,150.91,35,35,134756,3406.0,3850.17,165608,4207.0,4731.66,83543,2108.0,2386.94,34,"['84166     ' '84168*****' '84032     ' '84169     ' '84171*****'
 '84092*****' '84155     ' '84172     ' '84174     ' '84030     '
 '84061*****' '84051*****' '84095*****' '84144*****' '84175     '
 '84098     ' '84178*****' '84036     ' '84088     ' '84181*****'
 '84100     ' '84101*****' '84076     ' '84103*****' '84056     '
 '84184     ' '84149     ' '84137     ' '84186     ' '84107*****'
 '84187*****' '84109     ' '84189*****' '84079     ']",1,[9132],1,[24048],3,[35012 35212 35172],2,[27 29]
253,092750000000,Bayern,09,2,75,9.0,38,2.0,38,75.0,38,939.34,38,134.76,38,38,153007,3232.0,4026.5,197863,4305.0,5206.92,98270,2143.5,2586.05,35,"['94529     ' '94501*****' '94501     ' '94072*****' '94139     '
 '94124     ' '94535     ' '94538     ' '94081*****' '94086     '
 '94542*****' '94051     ' '94544     ' '94116     ' '94148     '
 '94149     ' '94094*****' '94127*****' '94152     ' '94154     '
 '94130*****' '94496     ' '94060*****' '94161     ' '94099*****'
 '94121     ' '94164     ' '94167*****' '94136     ' '94113     '
 '94104*****' '94107     ' '94474     ' '94110*****' '94575     ']",1,[9153],1,[28038],3,[47092 47072 47012],2,[26 28]
254,092760000000,Bayern,09,2,76,9.0,24,2.0,24,76.0,24,979.79,24,128.54,24,24,97478,4014.5,4061.58,77940,2374.0,3247.5,38914,1177.0,1621.42,21,"['94250*****' '93471     ' '94252     ' '94253     ' '94249     '
 '94255     ' '94256     ' '94258*****' '94244     ' '94239*****'
 '94259     ' '94261     ' '94262     ' '94264     ' '94227     '
 '94265     ' '94267     ' '94209     ' '94269     ' '94234     '
 '94227*****']",1,[9170],1,[22058],1,[15272],1,[30]
255,092770000000,Bayern,09,2,77,9.0,31,2.0,31,77.0,31,1946.39,31,132.55,31,31,128121,3832.0,4132.94,124911,2478.0,4029.39,62889,1292.0,2028.68,28,"['94424     ' '94137*****' '84364*****' '84378     ' '84307*****'
 '84385     ' '94140     ' '84326     ' '84140     ' '84552*****'
 '84332     ' '84381     ' '84387     ' '84375     ' '84333     '
 '84323     ' '84335     ' '84347*****' '84389     ' '84367     '
 '94439     ' '84337     ' '84359*****' '94166     ' '84371*****'
 '84339     ' '84384     ' '84329     ']",1,[9113],1,[24028],1,[35072],1,[29]
256,092780000000,Bayern,09,2,78,9.0,37,2.0,37,78.0,37,3184.05,37,153.97,37,37,120161,2266.0,3247.59,104167,2083.0,2815.32,52310,1076.0,1413.78,34,"['94345*****' '94330*****' '94347*****' '94348*****' '94327     '
 '94350*****' '94351     ' '94333     ' '94353     ' '94354*****'
 '94336     ' '94342     ' '94356     ' '94357     ' '84082*****'
 '94339     ' '94359*****' '84066     ' '94553*****' '94360     '
 '94362*****' '94559*****' '94363     ' '94365     ' '94366*****'
 '94368*****' '94369     ' '94371     ' '94372*****' '94379     '
 '94374     ' '94375*****' '94377     ' '94344     ']",1,[9162],1,[34138],2,[15172 15052],1,[30]
257,092790000000,Bayern,09,2,79,9.0,15,2.0,15,79.0,15,803.4,15,125.07,15,15,87758,5119.0,5850.53,101477,5144.0,6765.13,52396,2666.0,3493.07,15,"['84130*****' '94428     ' '84160     ' '84177*****' '94405*****'
 '84180     ' '94437     ' '84163*****' '84152     ' '84164     '
 '84183     ' '94431*****' '94417*****' '94436     ' '94522*****']",1,[9110],1,[24038],2,[35052 35092],1,[29]
258,093610000000,Bayern,09,3,61,9.0,1,3.0,1,61.0,1,0.0,1,0.0,1,1,5014,5014.0,5014.0,42676,42676.0,42676.0,21100,21100.0,21100.0,1,['92224*****'],1,[9201],1,[31017],1,[43052],1,[31]
259,093620000000,Bayern,09,3,62,9.0,1,3.0,1,62.0,1,0.0,1,0.0,1,1,8086,8086.0,8086.0,159465,159465.0,159465.0,78024,78024.0,78024.0,1,['93019*****'],1,[9244],1,[34107],1,[39012],1,[32]
260,093630000000,Bayern,09,3,63,9.0,1,3.0,1,63.0,1,0.0,1,0.0,1,1,7057,7057.0,7057.0,43188,43188.0,43188.0,20955,20955.0,20955.0,1,['92637     '],1,[9255],1,[35087],1,[51012],1,[34]
261,093710000000,Bayern,09,3,71,9.0,28,3.0,28,71.0,28,2127.57,28,144.5,28,28,125582,4605.5,4485.07,104914,2436.0,3746.93,52606,1214.5,1878.79,28,"['92260     ' '91275*****' '92262*****' '92263     ' '92265     '
 '92266     ' '92271     ' '92272     ' '92274*****' '92256     '
 '92242     ' '92275*****' '92277     ' '92278     ' '92280     '
 '92281     ' '92245     ' '92268*****' '92259     ' '92284     '
 '92286     ' '92287     ' '92253     ' '92237*****' '92289     '
 '92249*****' '91249*****' '          ']",1,[9201],2,[31017  3101],3,[43052 43372     2],1,[31]
262,093720000000,Bayern,09,3,72,9.0,39,3.0,39,72.0,39,1867.46,39,147.87,39,39,152683,3295.0,3914.95,130946,2274.0,3357.59,66042,1150.0,1693.38,39,"['93473*****' '93474     ' '93476     ' '93413*****' '93466     '
 '93458     ' '93167     ' '93437     ' '93477*****' '93479     '
 '93480*****' '93444*****' '93462     ' '93185*****' '93468     '
 '93453     ' '93482     ' '93483*****' '93189*****' '93191*****'
 '93485     ' '93426     ' '92444*****' '93486     ' '93488     '
 '93489     ' '93491     ' '93464     ' '93455     ' '93492*****'
 '93199*****' '93494     ' '93192     ' '93194     ' '93449     '
 '93495     ' '93497     ' '93499     ' '93470     ']",1,[9211],1,[34157],2,[43172 43252],1,[33]
263,093730000000,Bayern,09,3,73,9.0,19,3.0,19,73.0,19,956.21,19,138.47,19,19,134394,6828.0,7073.37,139277,5398.0,7330.37,70664,2722.0,3719.16,19,"['92334*****' '92348     ' '92361*****' '92363     ' '92364     '
 '92345*****' '92342*****' '92366     ' '92283     ' '92331     '
 '92360*****' '92305*****' '92331*****' '92367*****' '92353*****'
 '90602     ' '92369*****' '92358     ' '92355     ']",1,[9235],1,[33087],1,[39132],1,[31]
264,093740000000,Bayern,09,3,74,9.0,40,3.0,40,74.0,40,3846.68,40,158.4,40,40,142581,3081.0,3564.52,96400,1805.0,2410.0,48067,918.0,1201.68,36,"['92665     ' '92676*****' '92693     ' '92694*****' '92685     '
 '92696     ' '92697*****' '92655     ' '92699*****' '92665*****'
 '91281     ' '92702*****' '92705*****' '92706     ' '92708     '
 '92709     ' '92660*****' '95514*****' '92711     ' '92712*****'
 '92714     ' '92724*****' '92690*****' '92715*****' '92718     '
 '95519*****' '92720*****' '92721*****' '92723     ' '92637*****'
 '92648*****' '92726     ' '92727     ' '92729*****' '92670     '
 '          ']",1,[9255],2,[35087  3508],4,[51012 51052 51132     2],1,[34]
265,093750000000,Bayern,09,3,75,9.0,43,3.0,43,75.0,43,2886.19,43,177.88,43,43,139168,2487.0,3236.47,200264,3360.0,4657.3,100416,1691.0,2335.26,39,"['93087     ' '93177*****' '93089*****' '93090*****' '93092     '
 '93176     ' '93170     ' '93179*****' '93164*****' '93180*****'
 '93093     ' '93182*****' '93095     ' '93155*****' '93183     '
 '93096     ' '93138*****' '93098     ' '93099*****' '93073     '
 '93152*****' '93083*****' '93080     ' '93186*****' '93101*****'
 '93102     ' '93188*****' '93128*****' '93104     ' '84069     '
 '93161*****' '93105     ' '93107     ' '93173     ' '93109     '
 '93086     ' '93195     ' '93197     ' '          ']",1,[9244],2,[34107  3410],2,[39012     2],2,[32 33]
266,093760000000,Bayern,09,3,76,9.0,34,3.0,34,76.0,34,3628.09,34,160.21,34,34,145835,3488.0,4289.26,152284,2178.0,4478.94,76601,1110.0,2252.97,34,"['92540*****' '92439*****' '92436*****' '93133*****' '92542*****'
 '92269     ' '92723*****' '92543*****' '93142*****' '92507*****'
 '92445*****' '92431     ' '92545*****' '93149     ' '92533*****'
 '92526     ' '92536     ' '92546     ' '92539     ' '92421*****'
 '92548*****' '92521*****' '92447*****' '92549*****' '92449*****'
 '92551*****' '93158*****' '92552*****' '92554*****' '92555*****'
 '92442*****' '92557*****' '92559*****' '          ']",1,[9248],2,[31067  3106],3,[43012 43332     2],1,[33]
267,093770000000,Bayern,09,3,77,9.0,26,3.0,26,77.0,26,2741.81,26,134.92,26,26,108424,3932.0,4170.15,72147,1797.0,2774.88,35880,925.0,1380.0,25,"['95671     ' '95682     ' '95683     ' '92677*****' '95685*****'
 '95688     ' '95689     ' '95505     ' '95506*****' '95478*****'
 '95692     ' '92703     ' '95508     ' '95666*****' '95695     '
 '95698     ' '95700     ' '95701*****' '95703     ' '95704*****'
 '92717*****' '95643*****' '95679*****' '95652*****' '95676*****']",1,[9254],1,[35057],1,[51092],1,[34]
268,094610000000,Bayern,09,4,61,9.0,1,4.0,1,61.0,1,0.0,1,0.0,1,1,5462,5462.0,5462.0,80580,80580.0,80580.0,39589,39589.0,39589.0,1,['96031*****'],1,[9207],1,[42017],1,[27172],1,[35]
269,094620000000,Bayern,09,4,62,9.0,1,4.0,1,62.0,1,0.0,1,0.0,1,1,6689,6689.0,6689.0,74907,74907.0,74907.0,36670,36670.0,36670.0,1,['95410*****'],1,[9208],1,[43017],1,[23012],1,[36]
270,094630000000,Bayern,09,4,63,9.0,1,4.0,1,63.0,1,0.0,1,0.0,1,1,4829,4829.0,4829.0,42139,42139.0,42139.0,20616,20616.0,20616.0,1,['96450*****'],1,[9212],1,[44017],1,[27012],1,[37]
