,EF1_Satzart,EF2_Gebietstand,EF3_ARS,EF4_Verband,EF5_Verbandsbezeichnung,EF6_Sitz_des_Verbandes,EF7_Schlüsselfelder,EF8_Leer,EF9_Frei für landesinterne Angaben,BL_nr,BL_name
4084,50,20241031,06533,14.0,Selters (Taunus),,50.0,,,6,Hessen
4085,50,20241031,06533,15.0,"Villmar, Marktflecken",,50.0,,,6,Hessen
4086,50,20241031,06533,16.0,Waldbrunn (Westerwald),,50.0,,,6,Hessen
4087,50,20241031,06533,17.0,"Weilburg, Stadt",,50.0,,,6,Hessen
4088,50,20241031,06533,18.0,"Weilmünster, Marktflecken",,50.0,,,6,Hessen
4089,50,20241031,06533,19.0,Weinbach,,50.0,,,6,Hessen
4110,50,20241031,06534,1.0,"Amöneburg, Stadt",,50.0,,,6,Hessen
4111,50,20241031,06534,2.0,Angelburg,,50.0,,,6,Hessen
4112,50,20241031,06534,3.0,Bad Endbach,,50.0,,,6,Hessen
4113,50,20241031,06534,4.0,"Biedenkopf, Stadt",,50.0,,,6,Hessen
4114,50,20241031,06534,5.0,Breidenbach,,50.0,,,6,Hessen
4115,50,20241031,06534,6.0,Cölbe,,50.0,,,6,Hessen
4116,50,20241031,06534,7.0,Dautphetal,,50.0,,,6,Hessen
4117,50,20241031,06534,8.0,Ebsdorfergrund,,50.0,,,6,Hessen
4118,50,20241031,06534,9.0,Fronhausen,,50.0,,,6,Hessen
4119,50,20241031,06534,10.0,"Gladenbach, Stadt",,50.0,,,6,Hessen
4120,50,20241031,06534,11.0,"Kirchhain, Stadt",,50.0,,,6,Hessen
4121,50,20241031,06534,12.0,Lahntal,,50.0,,,6,Hessen
4122,50,20241031,06534,13.0,Lohra,,50.0,,,6,Hessen
4123,50,20241031,06534,14.0,"Marburg, Universitätsstadt",,50.0,,,6,Hessen
4124,50,20241031,06534,15.0,Münchhausen,,50.0,,,6,Hessen
4125,50,20241031,06534,16.0,"Neustadt (Hessen), Stadt",,50.0,,,6,Hessen
4126,50,20241031,06534,17.0,"Rauschenberg, Stadt",,50.0,,,6,Hessen
4127,50,20241031,06534,18.0,"Stadtallendorf, Stadt",,50.0,,,6,Hessen
4128,50,20241031,06534,19.0,Steffenberg,,50.0,,,6,Hessen
4129,50,20241031,06534,20.0,Weimar (Lahn),,50.0,,,6,Hessen
4130,50,20241031,06534,21.0,"Wetter (Hessen), Stadt",,50.0,,,6,Hessen
4131,50,20241031,06534,22.0,Wohratal,,50.0,,,6,Hessen
4155,50,20241031,06535,1.0,"Alsfeld, Stadt",,50.0,,,6,Hessen
4156,50,20241031,06535,2.0,Antrifttal,,50.0,,,6,Hessen
4157,50,20241031,06535,3.0,Feldatal,,50.0,,,6,Hessen
4158,50,20241031,06535,4.0,Freiensteinau,,50.0,,,6,Hessen
4159,50,20241031,06535,5.0,Gemünden (Felda),,50.0,,,6,Hessen
4160,50,20241031,06535,6.0,"Grebenau, Stadt",,50.0,,,6,Hessen
4161,50,20241031,06535,7.0,Grebenhain,,50.0,,,6,Hessen
4162,50,20241031,06535,8.0,"Herbstein, Stadt",,50.0,,,6,Hessen
4163,50,20241031,06535,9.0,"Homberg (Ohm), Stadt",,50.0,,,6,Hessen
4164,50,20241031,06535,10.0,"Kirtorf, Stadt",,50.0,,,6,Hessen
4165,50,20241031,06535,11.0,"Lauterbach (Hessen), Kreisstadt",,50.0,,,6,Hessen
4166,50,20241031,06535,12.0,Lautertal (Vogelsberg),,50.0,,,6,Hessen
4167,50,20241031,06535,13.0,Mücke,,50.0,,,6,Hessen
4168,50,20241031,06535,14.0,"Romrod, Stadt",,50.0,,,6,Hessen
4169,50,20241031,06535,15.0,"Schlitz, Stadt",,50.0,,,6,Hessen
4170,50,20241031,06535,16.0,"Schotten, Stadt",,50.0,,,6,Hessen
4171,50,20241031,06535,17.0,Schwalmtal,,50.0,,,6,Hessen
4172,50,20241031,06535,18.0,"Ulrichstein, Stadt",,50.0,,,6,Hessen
4173,50,20241031,06535,19.0,Wartenberg,,50.0,,,6,Hessen
4195,50,20241031,06611,0.0,"Kassel, documenta-Stadt",,50.0,,,6,Hessen
4198,50,20241031,06631,1.0,Bad Salzschlirf,,50.0,,,6,Hessen
4199,50,20241031,06631,2.0,"Burghaun, Marktgemeinde",,50.0,,,6,Hessen
4200,50,20241031,06631,3.0,Dipperz,,50.0,,,6,Hessen
4201,50,20241031,06631,4.0,Ebersburg,,50.0,,,6,Hessen
4202,50,20241031,06631,5.0,Ehrenberg (Rhön),,50.0,,,6,Hessen
4203,50,20241031,06631,6.0,Eichenzell,,50.0,,,6,Hessen
4204,50,20241031,06631,7.0,"Eiterfeld, Marktgemeinde",,50.0,,,6,Hessen
4205,50,20241031,06631,8.0,Flieden,,50.0,,,6,Hessen
4206,50,20241031,06631,9.0,"Fulda, Stadt",,50.0,,,6,Hessen
4207,50,20241031,06631,10.0,"Gersfeld (Rhön), Stadt",,50.0,,,6,Hessen
4208,50,20241031,06631,11.0,Großenlüder,,50.0,,,6,Hessen
4209,50,20241031,06631,12.0,"Hilders, Marktgemeinde",,50.0,,,6,Hessen
4210,50,20241031,06631,13.0,Hofbieber,,50.0,,,6,Hessen
4211,50,20241031,06631,14.0,Hosenfeld,,50.0,,,6,Hessen
4212,50,20241031,06631,15.0,"Hünfeld, Konrad-Zuse-Stadt",,50.0,,,6,Hessen
4213,50,20241031,06631,16.0,Kalbach,,50.0,,,6,Hessen
4214,50,20241031,06631,17.0,Künzell,,50.0,,,6,Hessen
4215,50,20241031,06631,18.0,Neuhof,,50.0,,,6,Hessen
4216,50,20241031,06631,19.0,Nüsttal,,50.0,,,6,Hessen
4217,50,20241031,06631,20.0,Petersberg,,50.0,,,6,Hessen
4218,50,20241031,06631,21.0,Poppenhausen (Wasserkuppe),,50.0,,,6,Hessen
4219,50,20241031,06631,22.0,"Rasdorf, Point-Alpha-Gemeinde",,50.0,,,6,Hessen
4220,50,20241031,06631,23.0,"Tann (Rhön), Stadt",,50.0,,,6,Hessen
4245,50,20241031,06632,1.0,Alheim,,50.0,,,6,Hessen
4246,50,20241031,06632,2.0,"Bad Hersfeld, Kreisstadt",,50.0,,,6,Hessen
4247,50,20241031,06632,3.0,"Bebra, Stadt",,50.0,,,6,Hessen
4248,50,20241031,06632,4.0,Breitenbach a. Herzberg,,50.0,,,6,Hessen
4249,50,20241031,06632,5.0,Cornberg,,50.0,,,6,Hessen
4250,50,20241031,06632,6.0,Friedewald,,50.0,,,6,Hessen
4251,50,20241031,06632,7.0,Hauneck,,50.0,,,6,Hessen
4252,50,20241031,06632,8.0,Haunetal,,50.0,,,6,Hessen
4253,50,20241031,06632,9.0,"Heringen (Werra), Stadt",,50.0,,,6,Hessen
4254,50,20241031,06632,10.0,Hohenroda,,50.0,,,6,Hessen
4255,50,20241031,06632,11.0,Kirchheim,,50.0,,,6,Hessen
4256,50,20241031,06632,12.0,Ludwigsau,,50.0,,,6,Hessen
4257,50,20241031,06632,13.0,Nentershausen,,50.0,,,6,Hessen
4258,50,20241031,06632,14.0,Neuenstein,,50.0,,,6,Hessen
4259,50,20241031,06632,15.0,"Niederaula, Marktgemeinde",,50.0,,,6,Hessen
4260,50,20241031,06632,16.0,"Philippsthal (Werra), Marktgemeinde",,50.0,,,6,Hessen
4261,50,20241031,06632,17.0,Ronshausen,,50.0,,,6,Hessen
4262,50,20241031,06632,18.0,"Rotenburg a. d. Fulda, Stadt",,50.0,,,6,Hessen
4263,50,20241031,06632,19.0,Schenklengsfeld,,50.0,,,6,Hessen
4264,50,20241031,06632,20.0,Wildeck,,50.0,,,6,Hessen
4286,50,20241031,06633,1.0,Ahnatal,,50.0,,,6,Hessen
4287,50,20241031,06633,2.0,"Bad Karlshafen, Stadt",,50.0,,,6,Hessen
4288,50,20241031,06633,3.0,"Baunatal, Stadt",,50.0,,,6,Hessen
4289,50,20241031,06633,4.0,Breuna,,50.0,,,6,Hessen
4290,50,20241031,06633,5.0,Calden,,50.0,,,6,Hessen
4291,50,20241031,06633,6.0,Bad Emstal,,50.0,,,6,Hessen
4292,50,20241031,06633,7.0,Espenau,,50.0,,,6,Hessen
4293,50,20241031,06633,8.0,Fuldabrück,,50.0,,,6,Hessen
4294,50,20241031,06633,9.0,Fuldatal,,50.0,,,6,Hessen
4295,50,20241031,06633,10.0,"Grebenstein, Stadt",,50.0,,,6,Hessen
4296,50,20241031,06633,11.0,Habichtswald,,50.0,,,6,Hessen
4297,50,20241031,06633,12.0,Helsa,,50.0,,,6,Hessen
4298,50,20241031,06633,13.0,"Hofgeismar, Stadt",,50.0,,,6,Hessen
4299,50,20241031,06633,14.0,"Immenhausen, Stadt",,50.0,,,6,Hessen
4300,50,20241031,06633,15.0,Kaufungen,,50.0,,,6,Hessen
4301,50,20241031,06633,16.0,"Liebenau, Stadt",,50.0,,,6,Hessen
4302,50,20241031,06633,17.0,Lohfelden,,50.0,,,6,Hessen
4303,50,20241031,06633,18.0,"Naumburg, Stadt",,50.0,,,6,Hessen
4304,50,20241031,06633,19.0,Nieste,,50.0,,,6,Hessen
4305,50,20241031,06633,20.0,Niestetal,,50.0,,,6,Hessen
4306,50,20241031,06633,22.0,Reinhardshagen,,50.0,,,6,Hessen
4307,50,20241031,06633,23.0,Schauenburg,,50.0,,,6,Hessen
4308,50,20241031,06633,24.0,Söhrewald,,50.0,,,6,Hessen
4309,50,20241031,06633,25.0,"Trendelburg, Stadt",,50.0,,,6,Hessen
4310,50,20241031,06633,26.0,"Vellmar, Stadt",,50.0,,,6,Hessen
4311,50,20241031,06633,28.0,"Wolfhagen, Hans-Staden-Stadt",,50.0,,,6,Hessen
4312,50,20241031,06633,29.0,"Zierenberg, Stadt",,50.0,,,6,Hessen
4313,50,20241031,06633,30.0,Wesertal,,50.0,,,6,Hessen
4314,50,20241031,06633,9200.0,"Gutsbezirk Reinhardswald, gemfr. Gebiet",,50.0,,,6,Hessen
4345,50,20241031,06634,1.0,"Borken (Hessen), Stadt",,50.0,,,6,Hessen
4346,50,20241031,06634,2.0,Edermünde,,50.0,,,6,Hessen
4347,50,20241031,06634,3.0,"Felsberg, Stadt",,50.0,,,6,Hessen
4348,50,20241031,06634,4.0,"Frielendorf, Marktflecken",,50.0,,,6,Hessen
4349,50,20241031,06634,5.0,"Fritzlar, Dom- und Kaiserstadt",,50.0,,,6,Hessen
4350,50,20241031,06634,6.0,Gilserberg,,50.0,,,6,Hessen
4351,50,20241031,06634,7.0,"Gudensberg, Stadt",,50.0,,,6,Hessen
4352,50,20241031,06634,8.0,Guxhagen,,50.0,,,6,Hessen
4353,50,20241031,06634,9.0,"Homberg (Efze), Reformationsstadt, Kreisstadt",,50.0,,,6,Hessen
4354,50,20241031,06634,10.0,Jesberg,,50.0,,,6,Hessen
4355,50,20241031,06634,11.0,Knüllwald,,50.0,,,6,Hessen
4356,50,20241031,06634,12.0,Körle,,50.0,,,6,Hessen
4357,50,20241031,06634,13.0,Malsfeld,,50.0,,,6,Hessen
4358,50,20241031,06634,14.0,"Melsungen, Stadt",,50.0,,,6,Hessen
4359,50,20241031,06634,15.0,Morschen,,50.0,,,6,Hessen
4360,50,20241031,06634,16.0,Neuental,,50.0,,,6,Hessen
4361,50,20241031,06634,17.0,"Neukirchen, Stadt",,50.0,,,6,Hessen
4362,50,20241031,06634,18.0,"Niedenstein, Stadt",,50.0,,,6,Hessen
4363,50,20241031,06634,19.0,Oberaula,,50.0,,,6,Hessen
4364,50,20241031,06634,20.0,Ottrau,,50.0,,,6,Hessen
4365,50,20241031,06634,21.0,Schrecksbach,,50.0,,,6,Hessen
4366,50,20241031,06634,22.0,"Schwalmstadt, Konfirmationsstadt",,50.0,,,6,Hessen
4367,50,20241031,06634,23.0,"Schwarzenborn, Stadt",,50.0,,,6,Hessen
4368,50,20241031,06634,24.0,"Spangenberg, Liebenbachstadt",,50.0,,,6,Hessen
4369,50,20241031,06634,25.0,Wabern,,50.0,,,6,Hessen
4370,50,20241031,06634,26.0,Willingshausen,,50.0,,,6,Hessen
4371,50,20241031,06634,27.0,Bad Zwesten,,50.0,,,6,Hessen
4400,50,20241031,06635,1.0,Allendorf (Eder),,50.0,,,6,Hessen
4401,50,20241031,06635,2.0,"Bad Arolsen, Stadt",,50.0,,,6,Hessen
4402,50,20241031,06635,3.0,"Bad Wildungen, Stadt",,50.0,,,6,Hessen
4403,50,20241031,06635,4.0,"Battenberg (Eder), Stadt",,50.0,,,6,Hessen
4404,50,20241031,06635,6.0,Burgwald,,50.0,,,6,Hessen
4405,50,20241031,06635,7.0,Diemelsee,,50.0,,,6,Hessen
4406,50,20241031,06635,8.0,"Diemelstadt, Stadt",,50.0,,,6,Hessen
4407,50,20241031,06635,9.0,"Edertal, Nationalparkgemeinde",,50.0,,,6,Hessen
4408,50,20241031,06635,10.0,"Frankenau, Nationalparkstadt",,50.0,,,6,Hessen
4409,50,20241031,06635,11.0,"Frankenberg (Eder), Philipp-Soldan-Stadt",,50.0,,,6,Hessen
4410,50,20241031,06635,12.0,"Gemünden (Wohra), Stadt",,50.0,,,6,Hessen
4411,50,20241031,06635,13.0,Haina (Kloster),,50.0,,,6,Hessen
4412,50,20241031,06635,14.0,"Hatzfeld (Eder), Stadt",,50.0,,,6,Hessen
4413,50,20241031,06635,15.0,"Korbach, Hansestadt, Kreisstadt",,50.0,,,6,Hessen
4414,50,20241031,06635,16.0,"Lichtenfels, Stadt",,50.0,,,6,Hessen
4415,50,20241031,06635,17.0,"Rosenthal, Stadt",,50.0,,,6,Hessen
4416,50,20241031,06635,18.0,Twistetal,,50.0,,,6,Hessen
4417,50,20241031,06635,19.0,"Vöhl, Nationalparkgemeinde",,50.0,,,6,Hessen
4418,50,20241031,06635,20.0,"Volkmarsen, Stadt",,50.0,,,6,Hessen
4419,50,20241031,06635,21.0,"Waldeck, Nationalparkstadt",,50.0,,,6,Hessen
4420,50,20241031,06635,22.0,Willingen (Upland),,50.0,,,6,Hessen
4443,50,20241031,06636,1.0,"Bad Sooden-Allendorf, Stadt",,50.0,,,6,Hessen
4444,50,20241031,06636,2.0,Berkatal,,50.0,,,6,Hessen
4445,50,20241031,06636,3.0,"Eschwege, Kreisstadt",,50.0,,,6,Hessen
4446,50,20241031,06636,4.0,"Großalmerode, Stadt",,50.0,,,6,Hessen
4447,50,20241031,06636,5.0,Herleshausen,,50.0,,,6,Hessen
4448,50,20241031,06636,6.0,"Hessisch Lichtenau, Stadt",,50.0,,,6,Hessen
4449,50,20241031,06636,7.0,Meinhard,,50.0,,,6,Hessen
4450,50,20241031,06636,8.0,Meißner,,50.0,,,6,Hessen
4451,50,20241031,06636,9.0,Neu-Eichenberg,,50.0,,,6,Hessen
4452,50,20241031,06636,10.0,Ringgau,,50.0,,,6,Hessen
4453,50,20241031,06636,11.0,"Sontra, Stadt",,50.0,,,6,Hessen
4454,50,20241031,06636,12.0,"Waldkappel, Stadt",,50.0,,,6,Hessen
4455,50,20241031,06636,13.0,"Wanfried, Stadt",,50.0,,,6,Hessen
4456,50,20241031,06636,14.0,Wehretal,,50.0,,,6,Hessen
4457,50,20241031,06636,15.0,Weißenborn,,50.0,,,6,Hessen
4458,50,20241031,06636,16.0,"Witzenhausen, Stadt",,50.0,,,6,Hessen
4459,50,20241031,06636,9200.0,"Gutsbezirk Kaufunger Wald, gemfr. Gebiet",,50.0,,,6,Hessen
4478,50,20241031,07000,9999.0,Gemeinsames deutsch-luxemburgisches Hoheitsgebiet,,50.0,,,7,Rheinland-Pfalz
4482,50,20241031,07111,0.0,"Koblenz, Stadt",,50.0,,,7,Rheinland-Pfalz
4485,50,20241031,07131,7.0,"Bad Neuenahr-Ahrweiler, Stadt",,50.0,,,7,Rheinland-Pfalz
4486,50,20241031,07131,70.0,"Remagen, Stadt",,50.0,,,7,Rheinland-Pfalz
4487,50,20241031,07131,77.0,"Sinzig, Stadt",,50.0,,,7,Rheinland-Pfalz
4488,50,20241031,07131,90.0,Grafschaft,,50.0,,,7,Rheinland-Pfalz
4489,50,20241031,07131,5001.0,Adenau,Adenau,53.0,,,7,Rheinland-Pfalz
4490,50,20241031,07131,5002.0,Altenahr,Altenahr,53.0,,,7,Rheinland-Pfalz
4491,50,20241031,07131,5003.0,Bad Breisig,Bad Breisig,53.0,,,7,Rheinland-Pfalz
4492,50,20241031,07131,5004.0,Brohltal,Niederzissen,53.0,,,7,Rheinland-Pfalz
4568,50,20241031,07132,5003.0,Daaden-Herdorf,Daaden,53.0,,,7,Rheinland-Pfalz
4569,50,20241031,07132,5006.0,Hamm (Sieg),Hamm (Sieg),53.0,,,7,Rheinland-Pfalz
4570,50,20241031,07132,5007.0,Kirchen (Sieg),Kirchen (Sieg),53.0,,,7,Rheinland-Pfalz
4571,50,20241031,07132,5008.0,Wissen,Wissen,53.0,,,7,Rheinland-Pfalz
4572,50,20241031,07132,5009.0,Betzdorf-Gebhardshain,Betzdorf,53.0,,,7,Rheinland-Pfalz
4573,50,20241031,07132,5010.0,Altenkirchen-Flammersfeld,Altenkirchen (Westerwald),53.0,,,7,Rheinland-Pfalz
4693,50,20241031,07133,6.0,"Bad Kreuznach, Stadt",,50.0,,,7,Rheinland-Pfalz
4694,50,20241031,07133,5001.0,Bad Kreuznach,Bad Kreuznach,53.0,,,7,Rheinland-Pfalz
4695,50,20241031,07133,5006.0,Rüdesheim,Rüdesheim,53.0,,,7,Rheinland-Pfalz
4696,50,20241031,07133,5009.0,Kirner Land,Kirn,53.0,,,7,Rheinland-Pfalz
4697,50,20241031,07133,5010.0,Nahe-Glan,Bad Sobernheim,53.0,,,7,Rheinland-Pfalz
4698,50,20241031,07133,5011.0,Langenlonsheim-Stromberg,Langenlonsheim,53.0,,,7,Rheinland-Pfalz
4818,50,20241031,07134,45.0,"Idar-Oberstein, Stadt",,50.0,,,7,Rheinland-Pfalz
4819,50,20241031,07134,5001.0,Baumholder,Baumholder,53.0,,,7,Rheinland-Pfalz
4820,50,20241031,07134,5002.0,Birkenfeld,Birkenfeld,53.0,,,7,Rheinland-Pfalz
4821,50,20241031,07134,5005.0,Herrstein-Rhaunen,Herrstein,53.0,,,7,Rheinland-Pfalz
4919,50,20241031,07135,5001.0,Cochem,Cochem,53.0,,,7,Rheinland-Pfalz
4920,50,20241031,07135,5002.0,Kaisersesch,Kaisersesch,53.0,,,7,Rheinland-Pfalz
4921,50,20241031,07135,5003.0,Ulmen,Ulmen,53.0,,,7,Rheinland-Pfalz
4922,50,20241031,07135,5005.0,Zell (Mosel),Zell (Mosel),53.0,,,7,Rheinland-Pfalz
5013,50,20241031,07137,3.0,"Andernach, Stadt",,50.0,,,7,Rheinland-Pfalz
5014,50,20241031,07137,68.0,"Mayen, Stadt",,50.0,,,7,Rheinland-Pfalz
5015,50,20241031,07137,203.0,"Bendorf, Stadt",,50.0,,,7,Rheinland-Pfalz
5016,50,20241031,07137,5001.0,Pellenz,Plaidt,53.0,,,7,Rheinland-Pfalz
5017,50,20241031,07137,5002.0,Maifeld,Polch,53.0,,,7,Rheinland-Pfalz
5018,50,20241031,07137,5003.0,Vordereifel,Mayen,53.0,,,7,Rheinland-Pfalz
5019,50,20241031,07137,5004.0,Mendig,Mendig,53.0,,,7,Rheinland-Pfalz
5020,50,20241031,07137,5007.0,Vallendar,Vallendar,53.0,,,7,Rheinland-Pfalz
5021,50,20241031,07137,5008.0,Weißenthurm,Weißenthurm,53.0,,,7,Rheinland-Pfalz
5022,50,20241031,07137,5009.0,Rhein-Mosel,Kobern-Gondorf,53.0,,,7,Rheinland-Pfalz
5111,50,20241031,07138,45.0,"Neuwied, Stadt",,50.0,,,7,Rheinland-Pfalz
5112,50,20241031,07138,5001.0,Asbach,Asbach,53.0,,,7,Rheinland-Pfalz
5113,50,20241031,07138,5002.0,Bad Hönningen,Bad Hönningen,53.0,,,7,Rheinland-Pfalz
5114,50,20241031,07138,5003.0,Dierdorf,Dierdorf,53.0,,,7,Rheinland-Pfalz
5115,50,20241031,07138,5004.0,Linz am Rhein,Linz am Rhein,53.0,,,7,Rheinland-Pfalz
5116,50,20241031,07138,5005.0,Puderbach,Puderbach,53.0,,,7,Rheinland-Pfalz
5117,50,20241031,07138,5007.0,Unkel,Unkel,53.0,,,7,Rheinland-Pfalz
5118,50,20241031,07138,5009.0,Rengsdorf-Waldbreitbach,Rengsdorf,53.0,,,7,Rheinland-Pfalz
5182,50,20241031,07140,501.0,"Boppard, Stadt",,50.0,,,7,Rheinland-Pfalz
5183,50,20241031,07140,5003.0,Kastellaun,Kastellaun,53.0,,,7,Rheinland-Pfalz
5184,50,20241031,07140,5004.0,Kirchberg (Hunsrück),Kirchberg (Hunsrück),53.0,,,7,Rheinland-Pfalz
5185,50,20241031,07140,5008.0,Simmern-Rheinböllen,Simmern / Hunsrück,53.0,,,7,Rheinland-Pfalz
5186,50,20241031,07140,5009.0,Hunsrück-Mittelrhein,Emmelshausen,53.0,,,7,Rheinland-Pfalz
5325,50,20241031,07141,75.0,"Lahnstein, Stadt",,50.0,,,7,Rheinland-Pfalz
5326,50,20241031,07141,5003.0,Diez,Diez,53.0,,,7,Rheinland-Pfalz
5327,50,20241031,07141,5007.0,Nastätten,Nastätten,53.0,,,7,Rheinland-Pfalz
5328,50,20241031,07141,5009.0,Loreley,Sankt Goarshausen,53.0,,,7,Rheinland-Pfalz
5329,50,20241031,07141,5010.0,Bad Ems-Nassau,Bad Ems,53.0,,,7,Rheinland-Pfalz
5330,50,20241031,07141,5011.0,Aar-Einrich,Katzenelnbogen,53.0,,,7,Rheinland-Pfalz
5469,50,20241031,07143,5001.0,Bad Marienberg (Westerwald),Bad Marienberg (Ww),53.0,,,7,Rheinland-Pfalz
5470,50,20241031,07143,5002.0,Hachenburg,Hachenburg,53.0,,,7,Rheinland-Pfalz
5471,50,20241031,07143,5003.0,Höhr-Grenzhausen,Höhr-Grenzhausen,53.0,,,7,Rheinland-Pfalz
5472,50,20241031,07143,5004.0,Montabaur,Montabaur,53.0,,,7,Rheinland-Pfalz
5473,50,20241031,07143,5005.0,Ransbach-Baumbach,Ransbach-Baumbach,53.0,,,7,Rheinland-Pfalz
5474,50,20241031,07143,5006.0,Rennerod,Rennerod,53.0,,,7,Rheinland-Pfalz
5475,50,20241031,07143,5007.0,Selters (Westerwald),Selters (Westerwald),53.0,,,7,Rheinland-Pfalz
5476,50,20241031,07143,5008.0,Wallmerod,Wallmerod,53.0,,,7,Rheinland-Pfalz
5477,50,20241031,07143,5009.0,Westerburg,Westerburg,53.0,,,7,Rheinland-Pfalz
5478,50,20241031,07143,5010.0,Wirges,Wirges,53.0,,,7,Rheinland-Pfalz
5673,50,20241031,07211,0.0,"Trier, Stadt",,50.0,,,7,Rheinland-Pfalz
5676,50,20241031,07231,134.0,"Wittlich, Stadt",,50.0,,,7,Rheinland-Pfalz
5677,50,20241031,07231,502.0,Morbach,,50.0,,,7,Rheinland-Pfalz
5678,50,20241031,07231,5001.0,Bernkastel-Kues,Bernkastel-Kues,53.0,,,7,Rheinland-Pfalz
5679,50,20241031,07231,5006.0,Thalfang am Erbeskopf,Thalfang,53.0,,,7,Rheinland-Pfalz
5680,50,20241031,07231,5008.0,Wittlich-Land,Wittlich,53.0,,,7,Rheinland-Pfalz
5681,50,20241031,07231,5009.0,Traben-Trarbach,Traben-Trarbach,53.0,,,7,Rheinland-Pfalz
5790,50,20241031,07232,18.0,"Bitburg, Stadt",,50.0,,,7,Rheinland-Pfalz
5791,50,20241031,07232,5001.0,Arzfeld,Arzfeld,53.0,,,7,Rheinland-Pfalz
5792,50,20241031,07232,5005.0,Südeifel,Neuerburg,53.0,,,7,Rheinland-Pfalz
5793,50,20241031,07232,5006.0,Prüm,Prüm,53.0,,,7,Rheinland-Pfalz
5794,50,20241031,07232,5007.0,Speicher,Speicher,53.0,,,7,Rheinland-Pfalz
5795,50,20241031,07232,5008.0,Bitburger Land,Bitburg,53.0,,,7,Rheinland-Pfalz
6031,50,20241031,07233,5001.0,Daun,Daun,53.0,,,7,Rheinland-Pfalz
6032,50,20241031,07233,5004.0,Kelberg,Kelberg,53.0,,,7,Rheinland-Pfalz
6033,50,20241031,07233,5006.0,Gerolstein,Gerolstein,53.0,,,7,Rheinland-Pfalz
6144,50,20241031,07235,5001.0,Hermeskeil,Hermeskeil,53.0,,,7,Rheinland-Pfalz
6145,50,20241031,07235,5003.0,Konz,Konz,53.0,,,7,Rheinland-Pfalz
6146,50,20241031,07235,5004.0,Ruwer,Waldrach,53.0,,,7,Rheinland-Pfalz
6147,50,20241031,07235,5006.0,Schweich an der Römischen Weinstraße,Schweich,53.0,,,7,Rheinland-Pfalz
6148,50,20241031,07235,5007.0,Trier-Land,Trier,53.0,,,7,Rheinland-Pfalz
6149,50,20241031,07235,5008.0,Saarburg-Kell,Saarburg,53.0,,,7,Rheinland-Pfalz
6256,50,20241031,07311,0.0,"Frankenthal (Pfalz), Stadt",,50.0,,,7,Rheinland-Pfalz
6259,50,20241031,07312,0.0,"Kaiserslautern, Stadt",,50.0,,,7,Rheinland-Pfalz
6262,50,20241031,07313,0.0,"Landau in der Pfalz, Stadt",,50.0,,,7,Rheinland-Pfalz
6265,50,20241031,07314,0.0,"Ludwigshafen am Rhein, Stadt",,50.0,,,7,Rheinland-Pfalz
6268,50,20241031,07315,0.0,"Mainz, Stadt",,50.0,,,7,Rheinland-Pfalz
6271,50,20241031,07316,0.0,"Neustadt an der Weinstraße, Stadt",,50.0,,,7,Rheinland-Pfalz
6274,50,20241031,07317,0.0,"Pirmasens, Stadt",,50.0,,,7,Rheinland-Pfalz
6277,50,20241031,07318,0.0,"Speyer, Stadt",,50.0,,,7,Rheinland-Pfalz
6280,50,20241031,07319,0.0,"Worms, Stadt",,50.0,,,7,Rheinland-Pfalz
6283,50,20241031,07320,0.0,"Zweibrücken, Stadt",,50.0,,,7,Rheinland-Pfalz
6286,50,20241031,07331,3.0,"Alzey, Stadt",,50.0,,,7,Rheinland-Pfalz
6287,50,20241031,07331,5001.0,Alzey-Land,Alzey,53.0,,,7,Rheinland-Pfalz
6288,50,20241031,07331,5002.0,Eich,Eich,53.0,,,7,Rheinland-Pfalz
6289,50,20241031,07331,5003.0,Monsheim,Monsheim,53.0,,,7,Rheinland-Pfalz
6290,50,20241031,07331,5005.0,Wöllstein,Gau-Bickelheim,53.0,,,7,Rheinland-Pfalz
6291,50,20241031,07331,5006.0,Wörrstadt,Wörrstadt,53.0,,,7,Rheinland-Pfalz
6292,50,20241031,07331,5007.0,Wonnegau,Osthofen,53.0,,,7,Rheinland-Pfalz
6363,50,20241031,07332,2.0,"Bad Dürkheim, Stadt",,50.0,,,7,Rheinland-Pfalz
6364,50,20241031,07332,24.0,"Grünstadt, Stadt",,50.0,,,7,Rheinland-Pfalz
6365,50,20241031,07332,25.0,Haßloch,,50.0,,,7,Rheinland-Pfalz
6366,50,20241031,07332,5001.0,Deidesheim,Deidesheim,53.0,,,7,Rheinland-Pfalz
6367,50,20241031,07332,5002.0,Freinsheim,Freinsheim,53.0,,,7,Rheinland-Pfalz
6368,50,20241031,07332,5005.0,Lambrecht (Pfalz),Lambrecht (Pfalz),53.0,,,7,Rheinland-Pfalz
6369,50,20241031,07332,5006.0,Wachenheim an der Weinstraße,Wachenheim a. d. Weinstr.,53.0,,,7,Rheinland-Pfalz
6370,50,20241031,07332,5007.0,Leiningerland,Grünstadt,53.0,,,7,Rheinland-Pfalz
6420,50,20241031,07333,5002.0,Eisenberg (Pfalz),Eisenberg (Pfalz),53.0,,,7,Rheinland-Pfalz
6421,50,20241031,07333,5003.0,Göllheim,Göllheim,53.0,,,7,Rheinland-Pfalz
6422,50,20241031,07333,5004.0,Kirchheimbolanden,Kirchheimbolanden,53.0,,,7,Rheinland-Pfalz
