,ARS_BL,BL_name,ARS_KREIS,ARS_GEM_VERBAND,BEZ,Personen [Anzahl],Fläche [qkm],Bevölkerungsdichte [Ew/qkm]
9856,14,Sachsen,28,5202,"Bad Gottleuba-Berggießhübel, Stadt",5427,88.72,61.17
9857,14,Sachsen,28,5202,Bahretal,2131,36.46,58.45
9858,14,Sachsen,28,5202,"Liebstadt, Stadt",1233,37.36,33.0
9859,14,Sachsen,28,5204,"Bad Schandau, Stadt",3419,46.76,73.12
9860,14,Sachsen,28,5204,Rathmannsdorf,904,4.39,205.92
9861,14,Sachsen,28,5204,Reinhardtsdorf-Schöna,1302,31.76,40.99
9862,14,Sachsen,28,5209,"Dohna, Stadt",6005,28.59,210.04
9863,14,Sachsen,28,5209,Müglitztal,1848,21.01,87.96
9864,14,Sachsen,28,5219,Gohrisch,1777,34.87,50.96
9865,14,Sachsen,28,5219,"Königstein/Sächs. Schw., Stadt",2089,27.05,77.23
9866,14,Sachsen,28,5219,"Rathen, Kurort",339,3.56,95.22
9867,14,Sachsen,28,5219,Rosenthal-Bielatal,1576,46.6,33.82
9868,14,Sachsen,28,5219,Struppen,2434,20.64,117.93
9869,14,Sachsen,28,5221,Lohmen (LK Sächsische Schweiz-Osterzgebirge),3077,25.9,118.8
9870,14,Sachsen,28,5221,"Stadt Wehlen, Stadt",1547,10.85,142.58
9871,14,Sachsen,28,5229,Dohma,2010,19.53,102.92
9872,14,Sachsen,28,5229,"Pirna, Stadt",39411,53.06,742.76
9873,14,Sachsen,28,5230,Hartmannsdorf-Reichenau,1044,28.37,36.8
9874,14,Sachsen,28,5230,Klingenberg,6651,86.75,76.67
9875,14,Sachsen,28,5240,Dorfhain,1085,6.25,173.6
9876,14,Sachsen,28,5240,"Tharandt, Stadt",5160,71.23,72.44
9877,14,Sachsen,29,30,Bennewitz,5150,46.81,110.02
9878,14,Sachsen,29,40,"Böhlen, Stadt",6731,25.27,266.36
9879,14,Sachsen,29,50,"Borna, Stadt",18998,62.45,304.21
9880,14,Sachsen,29,60,Borsdorf,8243,15.64,527.05
9881,14,Sachsen,29,70,"Brandis, Stadt",9785,34.89,280.45
9882,14,Sachsen,29,80,"Colditz, Stadt",8278,84.09,98.44
9883,14,Sachsen,29,140,"Frohburg, Stadt",12371,145.29,85.15
9884,14,Sachsen,29,150,"Geithain, Stadt",6938,54.71,126.81
9885,14,Sachsen,29,160,"Grimma, Stadt",27639,218.23,126.65
9886,14,Sachsen,29,170,"Groitzsch, Stadt",7495,70.17,106.81
9887,14,Sachsen,29,190,Großpösna,5551,41.56,133.57
9888,14,Sachsen,29,220,"Kitzscher, Stadt",4927,29.04,169.66
9889,14,Sachsen,29,245,Lossatal,6103,111.17,54.9
9890,14,Sachsen,29,250,Machern,6638,38.93,170.51
9891,14,Sachsen,29,260,"Markkleeberg, Stadt",25581,31.48,812.61
9892,14,Sachsen,29,270,"Markranstädt, Stadt",16182,58.46,276.8
9893,14,Sachsen,29,320,Neukieritzsch,6995,57.09,122.53
9894,14,Sachsen,29,360,"Regis-Breitingen, Stadt",3825,26.37,145.05
9895,14,Sachsen,29,370,"Rötha, Stadt",6551,45.41,144.26
9896,14,Sachsen,29,380,Thallwitz,3536,53.09,66.6
9897,14,Sachsen,29,400,"Trebsen/Mulde, Stadt",3753,35.06,107.05
9898,14,Sachsen,29,410,"Wurzen, Stadt",15902,69.0,230.46
9899,14,Sachsen,29,430,"Zwenkau, Stadt",9072,46.29,195.98
9900,14,Sachsen,29,5301,"Bad Lausick, Stadt",8040,70.02,114.82
9901,14,Sachsen,29,5301,Otterwisch,1356,22.76,59.58
9902,14,Sachsen,29,5307,Belgershain,3452,22.8,151.4
9903,14,Sachsen,29,5307,"Naunhof, Stadt",8763,39.71,220.67
9904,14,Sachsen,29,5307,Parthenstein,3541,35.05,101.03
9905,14,Sachsen,29,5308,Elstertrebnitz,1277,11.66,109.52
9906,14,Sachsen,29,5308,"Pegau, Stadt",6517,48.77,133.63
9907,14,Sachsen,30,20,"Bad Düben, Stadt",7840,45.8,171.18
9908,14,Sachsen,30,45,"Belgern-Schildau, Stadt",7558,158.99,47.54
9909,14,Sachsen,30,50,Cavertitz,2173,69.16,31.42
9910,14,Sachsen,30,60,"Dahlen, Stadt",4162,71.87,57.91
9911,14,Sachsen,30,70,"Delitzsch, Stadt",25816,85.92,300.47
9912,14,Sachsen,30,80,Doberschütz,4015,77.79,51.61
9913,14,Sachsen,30,110,"Eilenburg, Stadt",16155,46.84,344.9
9914,14,Sachsen,30,160,Laußig,3586,103.42,34.67
9915,14,Sachsen,30,170,Liebschützberg,2917,68.67,42.48
9916,14,Sachsen,30,180,Löbnitz (Landkreis Nordsachsen),2110,37.39,56.43
9917,14,Sachsen,30,190,Mockrehna,4963,115.81,42.85
9918,14,Sachsen,30,200,"Mügeln, Stadt",5638,55.08,102.36
9919,14,Sachsen,30,210,Naundorf,2190,36.93,59.3
9920,14,Sachsen,30,230,"Oschatz, Stadt",14050,55.44,253.43
9921,14,Sachsen,30,250,Rackwitz,5427,35.85,151.38
9922,14,Sachsen,30,270,"Schkeuditz, Stadt",19003,81.47,233.25
9923,14,Sachsen,30,300,"Taucha, Stadt",15978,33.22,480.98
9924,14,Sachsen,30,330,Wermsdorf,5169,104.62,49.41
9925,14,Sachsen,30,340,Wiedemar,5502,95.55,57.58
9926,14,Sachsen,30,5302,Arzberg,1849,58.57,31.57
9927,14,Sachsen,30,5302,Beilrode,4247,93.28,45.53
9928,14,Sachsen,30,5303,"Dommitzsch, Stadt",2317,30.44,76.12
9929,14,Sachsen,30,5303,Elsnig,1396,36.91,37.82
9930,14,Sachsen,30,5303,Trossin,1256,79.68,15.76
9931,14,Sachsen,30,5306,Krostitz,4122,43.21,95.39
9932,14,Sachsen,30,5306,Schönwölkau,2607,49.41,52.76
9933,14,Sachsen,30,5311,Dreiheide,2092,33.62,62.22
9934,14,Sachsen,30,5311,"Torgau, Stadt",20096,102.82,195.45
9935,14,Sachsen,30,5601,Jesewitz,3054,52.44,58.24
9936,14,Sachsen,30,5601,Zschepplin,2802,68.36,40.99
9937,15,Sachsen-Anhalt,1,0,"Dessau-Roßlau, Stadt",75938,245.0,309.95
9938,15,Sachsen-Anhalt,2,0,"Halle (Saale), Stadt",226586,135.01,1678.29
9939,15,Sachsen-Anhalt,3,0,"Magdeburg, Landeshauptstadt",241517,201.03,1201.4
9940,15,Sachsen-Anhalt,81,30,"Arendsee (Altmark), Stadt",6486,269.71,24.05
9941,15,Sachsen-Anhalt,81,135,"Gardelegen, Hansestadt",22076,633.23,34.86
9942,15,Sachsen-Anhalt,81,240,"Kalbe (Milde), Stadt",7209,272.84,26.42
9943,15,Sachsen-Anhalt,81,280,"Klötze, Stadt",9790,278.73,35.12
9944,15,Sachsen-Anhalt,81,455,"Salzwedel, Hansestadt",22915,304.57,75.24
9945,15,Sachsen-Anhalt,81,5051,"Apenburg-Winterfeld, Flecken",1684,59.31,28.39
9946,15,Sachsen-Anhalt,81,5051,Beetzendorf,3017,98.0,30.79
9947,15,Sachsen-Anhalt,81,5051,"Diesdorf, Flecken",2165,100.52,21.54
9948,15,Sachsen-Anhalt,81,5051,Dähre,1375,78.78,17.45
9949,15,Sachsen-Anhalt,81,5051,Jübar,1543,70.95,21.75
9950,15,Sachsen-Anhalt,81,5051,Kuhfelde,1046,45.59,22.94
9951,15,Sachsen-Anhalt,81,5051,Rohrberg (Landkreis Altmarkkreis Salzwedel),1012,38.27,26.44
9952,15,Sachsen-Anhalt,81,5051,Wallstawe,841,44.08,19.08
9953,15,Sachsen-Anhalt,82,5,"Aken (Elbe), Stadt",7339,59.81,122.71
9954,15,Sachsen-Anhalt,82,15,"Bitterfeld-Wolfen, Stadt",36552,86.99,420.19
9955,15,Sachsen-Anhalt,82,180,"Köthen (Anhalt), Stadt",24166,77.46,311.98
9956,15,Sachsen-Anhalt,82,241,Muldestausee,11625,137.62,84.47
9957,15,Sachsen-Anhalt,82,256,Osternienburger Land,8121,138.76,58.53
9958,15,Sachsen-Anhalt,82,301,"Raguhn-Jeßnitz, Stadt",8818,97.29,90.64
9959,15,Sachsen-Anhalt,82,340,"Sandersdorf-Brehna, Stadt",14129,81.89,172.54
9960,15,Sachsen-Anhalt,82,377,"Südliches Anhalt, Stadt",13067,192.63,67.83
9961,15,Sachsen-Anhalt,82,430,"Zerbst/Anhalt, Stadt",21173,468.94,45.15
9962,15,Sachsen-Anhalt,82,440,"Zörbig, Stadt",9069,113.69,79.77
9963,15,Sachsen-Anhalt,83,40,Barleben,9124,29.75,306.69
9964,15,Sachsen-Anhalt,83,270,"Haldensleben, Stadt",19169,156.21,122.71
9965,15,Sachsen-Anhalt,83,298,Hohe Börde,18798,171.75,109.45
9966,15,Sachsen-Anhalt,83,390,Niedere Börde,6910,77.88,88.73
9967,15,Sachsen-Anhalt,83,411,"Oebisfelde-Weferlingen, Stadt",13070,249.36,52.41
9968,15,Sachsen-Anhalt,83,415,"Oschersleben (Bode), Stadt",18307,188.92,96.9
9969,15,Sachsen-Anhalt,83,490,Sülzetal,8658,103.72,83.47
9970,15,Sachsen-Anhalt,83,531,"Wanzleben-Börde, Stadt",13978,188.15,74.29
9971,15,Sachsen-Anhalt,83,565,"Wolmirstedt, Stadt",12088,54.27,222.74
9972,15,Sachsen-Anhalt,83,5051,Angern,1961,64.21,30.54
9973,15,Sachsen-Anhalt,83,5051,Burgstall,1477,116.45,12.68
9974,15,Sachsen-Anhalt,83,5051,Colbitz,3322,71.87,46.22
9975,15,Sachsen-Anhalt,83,5051,Loitsche-Heinrichsberg,935,30.76,30.4
9976,15,Sachsen-Anhalt,83,5051,Rogätz,2177,23.94,90.94
9977,15,Sachsen-Anhalt,83,5051,Westheide,1657,50.8,32.62
9978,15,Sachsen-Anhalt,83,5051,Zielitz,1875,11.41,164.33
9979,15,Sachsen-Anhalt,83,5052,Altenhausen,1022,43.17,23.67
9980,15,Sachsen-Anhalt,83,5052,Beendorf,791,6.83,115.81
9981,15,Sachsen-Anhalt,83,5052,Bülstringen,858,25.39,33.79
9982,15,Sachsen-Anhalt,83,5052,Calvörde,3241,122.08,26.55
9983,15,Sachsen-Anhalt,83,5052,Erxleben,2724,83.53,32.61
9984,15,Sachsen-Anhalt,83,5052,Flechtingen,2719,73.45,37.02
9985,15,Sachsen-Anhalt,83,5052,Ingersleben,1304,31.3,41.66
9986,15,Sachsen-Anhalt,83,5053,Eilsleben,3626,55.61,65.2
9987,15,Sachsen-Anhalt,83,5053,Harbke,1710,18.91,90.43
9988,15,Sachsen-Anhalt,83,5053,Hötensleben,3485,60.84,57.28
9989,15,Sachsen-Anhalt,83,5053,Sommersdorf (Landkreis Börde),1327,29.32,45.26
9990,15,Sachsen-Anhalt,83,5053,Ummendorf (Landkreis Börde),926,15.68,59.06
9991,15,Sachsen-Anhalt,83,5053,Völpke,1159,17.22,67.31
9992,15,Sachsen-Anhalt,83,5053,Wefensleben,1604,12.63,127.0
9993,15,Sachsen-Anhalt,83,5054,Am Großen Bruch,2064,50.12,41.18
9994,15,Sachsen-Anhalt,83,5054,Ausleben,1581,33.3,47.48
9995,15,Sachsen-Anhalt,83,5054,"Gröningen, Stadt",3386,59.73,56.69
9996,15,Sachsen-Anhalt,83,5054,"Kroppenstedt, Stadt",1378,38.69,35.62
9997,15,Sachsen-Anhalt,84,130,Elsteraue,7917,79.95,99.02
9998,15,Sachsen-Anhalt,84,235,"Hohenmölsen, Stadt",9320,75.31,123.76
9999,15,Sachsen-Anhalt,84,315,"Lützen, Stadt",8246,96.49,85.46
10000,15,Sachsen-Anhalt,84,355,"Naumburg (Saale), Stadt",31864,129.9,245.3
10001,15,Sachsen-Anhalt,84,490,"Teuchern, Stadt",7889,81.36,96.96
10002,15,Sachsen-Anhalt,84,550,"Weißenfels, Stadt",38228,113.57,336.6
10003,15,Sachsen-Anhalt,84,590,"Zeitz, Stadt",27633,87.18,316.96
10004,15,Sachsen-Anhalt,84,5051,An der Poststraße,1566,44.47,35.21
10005,15,Sachsen-Anhalt,84,5051,"Bad Bibra, Stadt",2645,49.77,53.14
10006,15,Sachsen-Anhalt,84,5051,"Eckartsberga, Stadt",2261,35.97,62.86
10007,15,Sachsen-Anhalt,84,5051,Finne,1192,25.04,47.6
10008,15,Sachsen-Anhalt,84,5051,Finneland,1013,29.45,34.4
10009,15,Sachsen-Anhalt,84,5051,Kaiserpfalz,1701,41.1,41.39
10010,15,Sachsen-Anhalt,84,5051,Lanitz-Hassel-Tal,1047,31.5,33.24
10011,15,Sachsen-Anhalt,84,5052,Droyßig,1926,20.32,94.78
10012,15,Sachsen-Anhalt,84,5052,Gutenborn,1715,33.92,50.56
10013,15,Sachsen-Anhalt,84,5052,Kretzschau,2350,27.76,84.65
10014,15,Sachsen-Anhalt,84,5052,Schnaudertal,896,20.73,43.22
10015,15,Sachsen-Anhalt,84,5052,Wetterzeube,1720,41.46,41.49
10016,15,Sachsen-Anhalt,84,5053,Balgstädt,1060,32.58,32.54
10017,15,Sachsen-Anhalt,84,5053,"Freyburg (Unstrut), Stadt",4438,46.56,95.32
10018,15,Sachsen-Anhalt,84,5053,Gleina,1155,29.75,38.82
10019,15,Sachsen-Anhalt,84,5053,Goseck,1029,14.56,70.67
10020,15,Sachsen-Anhalt,84,5053,Karsdorf,1446,19.89,72.7
10021,15,Sachsen-Anhalt,84,5053,"Laucha an der Unstrut, Stadt",2730,31.17,87.58
10022,15,Sachsen-Anhalt,84,5053,"Nebra (Unstrut), Stadt",2963,25.43,116.52
10023,15,Sachsen-Anhalt,84,5054,Meineweh,1008,25.25,39.92
10024,15,Sachsen-Anhalt,84,5054,Mertendorf (Landkreis Burgenlandkreis),1589,32.51,48.88
10025,15,Sachsen-Anhalt,84,5054,Molauer Land,1006,33.94,29.64
10026,15,Sachsen-Anhalt,84,5054,"Osterfeld, Stadt",2375,27.61,86.02
10027,15,Sachsen-Anhalt,84,5054,Schönburg,1069,14.6,73.22
10028,15,Sachsen-Anhalt,84,5054,"Stößen, Stadt",888,7.29,121.81
10029,15,Sachsen-Anhalt,84,5054,Wethau,861,7.68,112.11
10030,15,Sachsen-Anhalt,85,40,"Ballenstedt, Stadt",8611,86.75,99.26
10031,15,Sachsen-Anhalt,85,55,"Blankenburg (Harz), Stadt",19565,148.98,131.33
10032,15,Sachsen-Anhalt,85,110,"Falkenstein/Harz, Stadt",5061,102.97,49.15
10033,15,Sachsen-Anhalt,85,135,"Halberstadt, Stadt",36676,142.97,256.53
10034,15,Sachsen-Anhalt,85,145,"Harzgerode, Stadt",7475,164.68,45.39
10035,15,Sachsen-Anhalt,85,185,Huy,6759,167.33,40.39
10036,15,Sachsen-Anhalt,85,190,"Ilsenburg (Harz), Stadt",9558,62.97,151.79
10037,15,Sachsen-Anhalt,85,227,Nordharz,7743,110.66,69.97
10038,15,Sachsen-Anhalt,85,228,"Oberharz am Brocken, Stadt",10031,271.52,36.94
10039,15,Sachsen-Anhalt,85,230,"Osterwieck, Stadt",11294,212.91,53.05
10040,15,Sachsen-Anhalt,85,235,"Quedlinburg, Welterbestadt",23309,120.52,193.4
10041,15,Sachsen-Anhalt,85,330,"Thale, Stadt",17165,137.67,124.68
10042,15,Sachsen-Anhalt,85,370,"Wernigerode, Stadt",32477,170.2,190.82
10043,15,Sachsen-Anhalt,85,5051,Ditfurt,1457,23.72,61.42
10044,15,Sachsen-Anhalt,85,5051,Groß Quenstedt,855,15.66,54.6
10045,15,Sachsen-Anhalt,85,5051,Harsleben / Harschlewe,2120,27.86,76.09
10046,15,Sachsen-Anhalt,85,5051,Hedersleben,1298,16.47,78.81
10047,15,Sachsen-Anhalt,85,5051,"Schwanebeck, Stadt",2357,32.61,72.28
10048,15,Sachsen-Anhalt,85,5051,Selke-Aue,1334,36.71,36.34
10049,15,Sachsen-Anhalt,85,5051,"Wegeleben, Stadt",2472,51.77,47.75
10050,15,Sachsen-Anhalt,86,5,Biederitz,8488,39.36,215.65
10051,15,Sachsen-Anhalt,86,15,"Burg, Stadt",22109,164.15,134.69
10052,15,Sachsen-Anhalt,86,35,Elbe-Parey,6420,108.91,58.95
10053,15,Sachsen-Anhalt,86,40,"Genthin, Stadt",13624,230.76,59.04
10054,15,Sachsen-Anhalt,86,55,"Gommern, Stadt",10228,160.11,63.88
10055,15,Sachsen-Anhalt,86,80,"Jerichow, Stadt",6677,270.07,24.72
10056,15,Sachsen-Anhalt,86,140,"Möckern, Stadt",12743,524.35,24.3
10057,15,Sachsen-Anhalt,86,145,Möser,8421,80.49,104.62
10058,15,Sachsen-Anhalt,87,15,"Allstedt, Stadt",7643,149.85,51.0
10059,15,Sachsen-Anhalt,87,31,"Arnstein, Stadt",6294,121.7,51.72
10060,15,Sachsen-Anhalt,87,130,"Eisleben, Lutherstadt",22630,143.94,157.22
10061,15,Sachsen-Anhalt,87,165,"Gerbstedt, Stadt",6829,102.31,66.75
10062,15,Sachsen-Anhalt,87,220,"Hettstedt, Stadt",13111,36.93,355.02
10063,15,Sachsen-Anhalt,87,275,"Mansfeld, Stadt",8369,143.76,58.22
10064,15,Sachsen-Anhalt,87,370,"Sangerhausen, Stadt",25819,207.71,124.3
10065,15,Sachsen-Anhalt,87,386,Seegebiet Mansfelder Land,8568,107.93,79.38
10066,15,Sachsen-Anhalt,87,412,Südharz,9037,236.38,38.23
10067,15,Sachsen-Anhalt,87,5051,Berga,1654,25.67,64.43
10068,15,Sachsen-Anhalt,87,5051,Brücken-Hackpfüffel,967,16.65,58.08
10069,15,Sachsen-Anhalt,87,5051,Edersleben,958,9.06,105.74
10070,15,Sachsen-Anhalt,87,5051,"Kelbra (Kyffhäuser), Stadt",3294,40.56,81.21
10071,15,Sachsen-Anhalt,87,5051,Wallhausen (Landkreis Mansfeld-Südharz),2412,35.37,68.19
10072,15,Sachsen-Anhalt,87,5052,Ahlsdorf,1548,5.1,303.53
10073,15,Sachsen-Anhalt,87,5052,Benndorf,1953,5.77,338.47
10074,15,Sachsen-Anhalt,87,5052,Blankenheim (Landkreis Mansfeld-Südharz),1136,14.86,76.45
10075,15,Sachsen-Anhalt,87,5052,Bornstedt,792,9.31,85.07
10076,15,Sachsen-Anhalt,87,5052,Helbra,3750,9.27,404.53
10077,15,Sachsen-Anhalt,87,5052,Hergisdorf,1482,9.54,155.35
10078,15,Sachsen-Anhalt,87,5052,Klostermansfeld,2179,8.82,247.05
10079,15,Sachsen-Anhalt,87,5052,Wimmelburg,1089,8.56,127.22
10080,15,Sachsen-Anhalt,88,20,"Bad Dürrenberg, Solestadt",11305,36.15,312.72
10081,15,Sachsen-Anhalt,88,25,"Bad Lauchstädt, Goethestadt",8772,85.37,102.75
10082,15,Sachsen-Anhalt,88,65,"Braunsbedra, Stadt",10390,74.31,139.82
10083,15,Sachsen-Anhalt,88,150,Kabelsketal,8815,51.0,172.84
10084,15,Sachsen-Anhalt,88,195,"Landsberg, Stadt",14724,125.44,117.38
10085,15,Sachsen-Anhalt,88,205,"Leuna, Stadt",13898,87.85,158.2
10086,15,Sachsen-Anhalt,88,216,"Wettin-Löbejün, Stadt",9726,127.13,76.5
10087,15,Sachsen-Anhalt,88,220,"Merseburg, Stadt",33302,53.75,619.57
10088,15,Sachsen-Anhalt,88,235,"Mücheln (Geiseltal), Stadt",8294,98.57,84.14
10089,15,Sachsen-Anhalt,88,295,Petersberg (Landkreis Saalekreis),9417,102.68,91.71
10090,15,Sachsen-Anhalt,88,305,"Querfurt, Stadt",10118,155.62,65.02
10091,15,Sachsen-Anhalt,88,319,Salzatal,11472,109.39,104.87
10092,15,Sachsen-Anhalt,88,330,Schkopau,10943,99.73,109.73
10093,15,Sachsen-Anhalt,88,365,Teutschenthal,13109,90.67,144.58
10094,15,Sachsen-Anhalt,88,5051,Barnstädt,947,18.22,51.98
10095,15,Sachsen-Anhalt,88,5051,Farnstädt,1445,27.13,53.26
10096,15,Sachsen-Anhalt,88,5051,Nemsdorf-Göhrendorf,801,17.11,46.81
10097,15,Sachsen-Anhalt,88,5051,Obhausen,2181,37.38,58.35
10098,15,Sachsen-Anhalt,88,5051,"Schraplau, Stadt",1061,7.06,150.28
10099,15,Sachsen-Anhalt,88,5051,Steigra,1068,29.65,36.02
10100,15,Sachsen-Anhalt,89,15,"Aschersleben, Stadt",26021,156.36,166.42
10101,15,Sachsen-Anhalt,89,26,"Barby, Stadt",8022,153.2,52.36
10102,15,Sachsen-Anhalt,89,30,"Bernburg (Saale), Stadt",31553,113.53,277.93
10103,15,Sachsen-Anhalt,89,42,Bördeland,7544,92.39,81.65
10104,15,Sachsen-Anhalt,89,55,"Calbe (Saale), Stadt",8372,56.69,147.68
10105,15,Sachsen-Anhalt,89,175,"Hecklingen, Stadt",6691,95.34,70.18
10106,15,Sachsen-Anhalt,89,195,"Könnern, Stadt",7990,125.35,63.74
10107,15,Sachsen-Anhalt,89,235,"Nienburg (Saale), Stadt",5842,79.32,73.65
10108,15,Sachsen-Anhalt,89,305,"Schönebeck (Elbe), Stadt",30429,86.08,353.5
10109,15,Sachsen-Anhalt,89,307,"Seeland, Stadt",7734,78.93,97.99
10110,15,Sachsen-Anhalt,89,310,"Staßfurt, Stadt",23818,146.67,162.39
10111,15,Sachsen-Anhalt,89,5051,Borne,1168,15.32,76.24
10112,15,Sachsen-Anhalt,89,5051,Börde-Hakel,2940,38.63,76.11
10113,15,Sachsen-Anhalt,89,5051,Bördeaue,1795,25.4,70.67
10114,15,Sachsen-Anhalt,89,5051,"Egeln, Stadt",3134,29.23,107.22
10115,15,Sachsen-Anhalt,89,5051,Wolmirsleben,1378,16.82,81.93
10116,15,Sachsen-Anhalt,89,5052,"Alsleben (Saale), Stadt",2670,23.7,112.66
10117,15,Sachsen-Anhalt,89,5052,Giersleben,940,20.18,46.58
10118,15,Sachsen-Anhalt,89,5052,"Güsten, Stadt",3967,36.17,109.68
10119,15,Sachsen-Anhalt,89,5052,Ilberstedt,962,14.91,64.52
10120,15,Sachsen-Anhalt,89,5052,Plötzkau,1229,23.91,51.4
10121,15,Sachsen-Anhalt,90,70,"Bismark (Altmark), Stadt",7854,289.49,27.13
10122,15,Sachsen-Anhalt,90,225,"Havelberg, Hansestadt",6182,149.22,41.43
10123,15,Sachsen-Anhalt,90,415,"Osterburg (Altmark), Hansestadt",9435,229.81,41.06
10124,15,Sachsen-Anhalt,90,535,"Stendal, Hansestadt",37406,268.26,139.44
10125,15,Sachsen-Anhalt,90,546,"Tangerhütte, Stadt",10336,294.99,35.04
10126,15,Sachsen-Anhalt,90,550,"Tangermünde, Stadt",10255,89.98,113.97
10127,15,Sachsen-Anhalt,90,5051,"Arneburg, Stadt",1437,31.01,46.34
10128,15,Sachsen-Anhalt,90,5051,Eichstedt (Altmark),837,32.81,25.51
10129,15,Sachsen-Anhalt,90,5051,Goldbeck,1394,26.85,51.92
10130,15,Sachsen-Anhalt,90,5051,Hassel,899,20.57,43.7
10131,15,Sachsen-Anhalt,90,5051,Hohenberg-Krusemark,1175,63.57,18.48
10132,15,Sachsen-Anhalt,90,5051,Iden,743,37.36,19.89
10133,15,Sachsen-Anhalt,90,5051,Rochau,982,39.01,25.17
10134,15,Sachsen-Anhalt,90,5051,"Werben (Elbe), Hansestadt",952,53.1,17.93
10135,15,Sachsen-Anhalt,90,5052,Kamern,1208,67.92,17.79
10136,15,Sachsen-Anhalt,90,5052,Klietz,1441,66.25,21.75
10137,15,Sachsen-Anhalt,90,5052,"Sandau (Elbe), Stadt",806,18.58,43.38
10138,15,Sachsen-Anhalt,90,5052,Schollene,1097,65.33,16.79
10139,15,Sachsen-Anhalt,90,5052,Schönhausen (Elbe),2142,74.1,28.91
10140,15,Sachsen-Anhalt,90,5052,Wust-Fischbeck,1209,68.23,17.72
10141,15,Sachsen-Anhalt,90,5053,Aland,1313,92.35,14.22
10142,15,Sachsen-Anhalt,90,5053,Altmärkische Höhe,1773,98.94,17.92
10143,15,Sachsen-Anhalt,90,5053,Altmärkische Wische,828,67.15,12.33
10144,15,Sachsen-Anhalt,90,5053,"Seehausen (Altmark), Hansestadt",4707,107.03,43.98
10145,15,Sachsen-Anhalt,90,5053,Zehrental,839,72.32,11.6
10146,15,Sachsen-Anhalt,91,10,"Annaburg, Stadt",6521,225.59,28.91
10147,15,Sachsen-Anhalt,91,20,"Bad Schmiedeberg, Stadt",8058,160.3,50.27
10148,15,Sachsen-Anhalt,91,60,"Coswig (Anhalt), Stadt",11319,295.61,38.29
10149,15,Sachsen-Anhalt,91,110,"Gräfenhainichen, Stadt",11359,159.54,71.2
10150,15,Sachsen-Anhalt,91,145,"Jessen (Elster), Stadt",13910,352.25,39.49
10151,15,Sachsen-Anhalt,91,160,"Kemberg, Stadt",9514,235.25,40.44
10152,15,Sachsen-Anhalt,91,241,"Oranienbaum-Wörlitz, Stadt",8063,115.53,69.79
10153,15,Sachsen-Anhalt,91,375,"Wittenberg, Lutherstadt",45010,240.63,187.05
10154,15,Sachsen-Anhalt,91,391,"Zahna-Elster, Stadt",9195,148.63,61.87
10155,16,Thüringen,51,0,"Erfurt, Stadt",218200,269.91,808.42
10156,16,Thüringen,52,0,"Gera, Stadt",93120,152.18,611.91
10157,16,Thüringen,53,0,"Jena, Stadt",110369,114.77,961.65
10158,16,Thüringen,54,0,"Suhl, Stadt",35410,141.62,250.04
10159,16,Thüringen,55,0,"Weimar, Stadt",65494,84.48,775.26
10160,16,Thüringen,61,45,"Heilbad Heiligenstadt, Stadt",16586,70.87,234.03
10161,16,Thüringen,61,74,Niederorschel,5417,55.73,97.2
10162,16,Thüringen,61,115,"Leinefelde-Worbis, Stadt",20066,115.79,173.3
10163,16,Thüringen,61,116,Am Ohmberg,3562,31.57,112.83
10164,16,Thüringen,61,117,Sonnenstein,4343,94.69,45.87
10165,16,Thüringen,61,118,"Dingelstädt, Stadt",6853,59.39,115.39
10166,16,Thüringen,61,5001,Berlingerode,1199,11.74,102.13
10167,16,Thüringen,61,5001,Brehme,1085,5.3,204.72
10168,16,Thüringen,61,5001,Ecklingerode,686,8.12,84.48
10169,16,Thüringen,61,5001,Ferna,544,4.43,122.8
10170,16,Thüringen,61,5001,Tastungen,248,3.5,70.86
10171,16,Thüringen,61,5001,Teistungen,2464,26.15,94.23
10172,16,Thüringen,61,5001,Wehnde,369,9.7,38.04
10173,16,Thüringen,61,5006,Breitenworbis,3156,24.23,130.25
10174,16,Thüringen,61,5006,Buhla,469,8.74,53.66
10175,16,Thüringen,61,5006,Gernrode,1465,7.37,198.78
10176,16,Thüringen,61,5006,Haynrode,704,15.07,46.72
10177,16,Thüringen,61,5006,Kirchworbis,1305,5.45,239.45
10178,16,Thüringen,61,5008,Arenshausen,995,5.79,171.85
10179,16,Thüringen,61,5008,Bornhagen,238,6.57,36.23
10180,16,Thüringen,61,5008,Burgwalde,217,4.96,43.75
10181,16,Thüringen,61,5008,Freienhagen,290,4.11,70.56
10182,16,Thüringen,61,5008,Fretterode,178,5.92,30.07
10183,16,Thüringen,61,5008,Gerbershausen,582,7.55,77.09
10184,16,Thüringen,61,5008,Hohengandern,574,6.84,83.92
10185,16,Thüringen,61,5008,Kirchgandern,593,4.39,135.08
10186,16,Thüringen,61,5008,Lindewerra,257,4.42,58.14
10187,16,Thüringen,61,5008,Marth,328,4.88,67.21
10188,16,Thüringen,61,5008,Rohrberg (Landkreis Eichsfeld),225,3.5700000000000003,63.03
10189,16,Thüringen,61,5008,Rustenfelde,509,6.15,82.76
10190,16,Thüringen,61,5008,Schachtebich,234,3.81,61.42
10191,16,Thüringen,61,5008,Wahlhausen,294,7.22,40.72
10192,16,Thüringen,61,5009,Bodenrode-Westhausen,1080,14.63,73.82
10193,16,Thüringen,61,5009,Geisleden,973,16.58,58.69
