Tabelle: 1000X-0001
Personen: Amtliche Einwohnerzahl und Fläche (Gemeinden);;;;
Bevölkerung kompakt;;;;;;;
09.05.2011;;;;;;;
;;Personen;;Fläche;;Bevölkerungsdichte;
;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
092735218139;Kirchdorf (Landkreis Kelheim);871;e;16,49;e;53;e
092735218172;Siegenburg, M;3457;e;25,57;e;135;e
092735218177;Train;1788;e;10,15;e;176;e
092735218181;Wildenberg;1316;e;18,16;e;72;e
092735219113;Aiglsbach;1661;e;39,95;e;42;e
092735219115;Attenhofen;1329;e;31,48;e;42;e
092735219163;Elsendorf;1985;e;32,65;e;61;e
092735219178;Volkenschwand;1641;e;29,24;e;56;e
092740111111;Adlkofen;3807;e;47,84;e;80;e
092740113113;Altdorf, M;10896;e;23,00;e;474;e
092740120120;Bodenkirchen;5238;e;62,01;e;84;e
092740121121;Buch a.Erlbach;3461;e;26,73;e;129;e
092740124124;Eching (Landkreis Landshut);3715;e;30,14;e;123;e
092740126126;Ergolding, M;11514;e;37,17;e;310;e
092740128128;Essenbach, M;11102;e;83,61;e;133;e
092740134134;Geisenhausen, M;6451;e;62,50;e;103;e
092740141141;Hohenthann;3817;e;68,33;e;56;e
092740146146;Kumhausen;5074;e;37,05;e;137;e
092740153153;Neufahrn i.NB;3818;e;38,75;e;99;e
092740156156;Niederaichbach;3606;e;34,08;e;106;e
092740172172;Pfeffenhausen, M;4682;e;71,79;e;65;e
092740176176;Rottenburg a.d.Laaber, St;7621;e;90,13;e;85;e
092740182182;Tiefenbach (Landkreis Landshut);3596;e;24,72;e;145;e
092740184184;Vilsbiburg, St;11106;e;68,86;e;161;e
092740185185;Vilsheim;2357;e;21,72;e;109;e
092740194194;Bruckberg (Landkreis Landshut);5056;e;51,12;e;99;e
092745220119;Bayerbach b.Ergoldsbach;1727;e;25,42;e;68;e
092745220127;Ergoldsbach, M;7384;e;57,02;e;129;e
092745221132;Furth;3428;e;20,96;e;164;e
092745221165;Obersüßbach;1708;e;23,60;e;72;e
092745221187;Weihmichl;2438;e;32,17;e;76;e
092745222174;Postau;1619;e;34,84;e;46;e
092745222188;Weng;1383;e;15,62;e;89;e
092745222191;Wörth a.d.Isar;2462;e;4,84;e;509;e
092745223112;Aham;1909;e;38,02;e;50;e
092745223135;Gerzen;1723;e;17,02;e;101;e
092745223145;Kröning;1949;e;39,60;e;49;e
092745223179;Schalkham;868;e;22,70;e;38;e
092745226114;Altfraunhofen;2062;e;24,29;e;85;e
092745226118;Baierbach;779;e;16,76;e;46;e
092745227154;Neufraunhofen;1059;e;17,95;e;59;e
092745227183;Velden, M;6442;e;49,44;e;130;e
092745227193;Wurmsham;1304;e;28,15;e;46;e
092750111111;Aicha vorm Wald;2391;e;20,33;e;118;e
092750114114;Aldersbach;4225;e;45,82;e;92;e
092750116116;Bad Füssing;6634;e;55,06;e;120;e
092750118118;Breitenberg (Landkreis Passau);2131;e;29,85;e;71;e
092750119119;Büchlberg;4071;e;28,11;e;145;e
092750120120;Eging a.See, M;4043;e;23,66;e;171;e
092750121121;Fürstenstein;3336;e;19,29;e;173;e
092750122122;Fürstenzell, M;7687;e;79,35;e;97;e
092750124124;Bad Griesbach i.Rottal, St;8298;e;70,16;e;118;e
092750125125;Haarbach;2561;e;47,71;e;54;e
092750126126;Hauzenberg, St;11657;e;82,82;e;141;e
092750127127;Hofkirchen, M;3542;e;32,70;e;108;e
092750128128;Hutthurm, M;5885;e;37,22;e;158;e
092750130130;Kirchham;2084;e;18,48;e;113;e
092750131131;Kößlarn, M;1944;e;25,49;e;76;e
092750133133;Neuburg a.Inn;4177;e;41,75;e;100;e
092750134134;Neuhaus a.Inn;3344;e;31,07;e;108;e
092750135135;Neukirchen vorm Wald;2627;e;24,30;e;108;e
092750137137;Obernzell, M;3716;e;18,20;e;204;e
092750138138;Ortenburg, M;7016;e;60,74;e;116;e
092750141141;Pocking, St;14799;e;68,88;e;215;e
092750144144;Ruderting;3057;e;12,96;e;236;e
092750145145;Ruhstorf a.d.Rott, M;6945;e;51,46;e;135;e
092750146146;Salzweg;6481;e;31,93;e;203;e
092750148148;Sonnen;1401;e;16,49;e;85;e
092750149149;Tettenweis;1695;e;28,69;e;59;e
092750150150;Thyrnau;4061;e;33,72;e;120;e
092750151151;Tiefenbach (Landkreis Passau);6602;e;49,71;e;133;e
092750153153;Untergriesbach, M;6104;e;73,60;e;83;e
092750154154;Vilshofen an der Donau, St;15821;e;86,33;e;183;e
092750156156;Wegscheid, M;5562;e;80,68;e;69;e
092750159159;Windorf, M;4742;e;56,95;e;83;e
092755229152;Tittling, M;3933;e;20,78;e;189;e
092755229160;Witzmannsberg;1489;e;18,74;e;79;e
092755232112;Aidenbach, M;2915;e;17,11;e;170;e
092755232117;Beutelsbach;1149;e;20,39;e;56;e
092755234132;Malching;1256;e;25,24;e;50;e
092755234143;Rotthalmünster, M;4809;e;44,52;e;108;e
092760113113;Arnbruck;1978;e;37,90;e;52;e
092760115115;Bayerisch Eisenstein;980;e;47,33;e;21;e
092760116116;Bischofsmais;3184;e;46,30;e;69;e
092760117117;Bodenmais, M;3273;e;45,26;e;72;e
092760118118;Böbrach;1633;e;27,56;e;59;e
092760120120;Drachselsried;2336;e;41,71;e;56;e
092760121121;Frauenau;2683;e;60,13;e;45;e
092760122122;Geiersthal;2190;e;22,37;e;98;e
092760126126;Kirchberg i.Wald;4329;e;48,80;e;89;e
092760127127;Kirchdorf i.Wald;2142;e;30,57;e;70;e
092760128128;Kollnburg;2873;e;59,51;e;48;e
092760129129;Langdorf;1907;e;34,37;e;55;e
092760130130;Lindberg;2398;e;108,85;e;22;e
092760134134;Patersdorf;1741;e;17,04;e;102;e
092760135135;Prackenbach;2711;e;40,08;e;68;e
092760138138;Regen, St;10803;e;65,12;e;166;e
092760139139;Rinchnach;3084;e;40,22;e;77;e
092760143143;Teisnach, M;2831;e;25,77;e;110;e
092760144144;Viechtach, St;8041;e;62,49;e;129;e
092760148148;Zwiesel, St;9404;e;41,17;e;228;e
092765238111;Achslach;933;e;30,06;e;31;e
092765238123;Gotteszell;1198;e;9,22;e;130;e
092765238142;Ruhmannsfelden, M;2024;e;5,81;e;348;e
092765238146;Zachenberg;2106;e;27,31;e;77;e
092770111111;Arnstorf, M;6174;e;80,44;e;77;e
092770114114;Dietersburg;3134;e;55,06;e;57;e
092770116116;Eggenfelden, St;12755;e;44,34;e;288;e
092770117117;Egglham;2351;e;36,83;e;64;e
092770121121;Gangkofen, M;6415;e;108,74;e;59;e
092770124124;Hebertsfelden;3611;e;49,89;e;72;e
092770126126;Johanniskirchen;2401;e;40,60;e;59;e
092770127127;Julbach;2307;e;11,29;e;204;e
092770128128;Kirchdorf a.Inn;5245;e;31,65;e;166;e
092770134134;Mitterskirchen;2028;e;24,67;e;82;e
092770138138;Pfarrkirchen, St;11709;e;52,35;e;224;e
092770139139;Postmünster;2291;e;43,51;e;53;e
092770142142;Roßbach (Landkreis Rottal-Inn);2865;e;48,17;e;59;e
092770144144;Schönau;1943;e;36,12;e;54;e
092770145145;Simbach a.Inn, St;9579;e;47,31;e;202;e
092770149149;Triftern, M;5212;e;62,26;e;84;e
092770151151;Unterdietfurt;2072;e;27,54;e;75;e
092770152152;Wittibreut;2017;e;38,33;e;53;e
092770153153;Wurmannsquick, M;3699;e;49,17;e;75;e
092770154154;Zeilarn;2168;e;28,91;e;75;e
092775239119;Falkenberg (Landkreis Rottal-Inn);3790;e;66,52;e;57;e
092775239131;Malgersdorf;1194;e;11,50;e;104;e
092775239141;Rimbach (Landkreis Rottal-Inn);857;e;22,92;e;37;e
092775240122;Geratskirchen;840;e;12,90;e;65;e
092775240133;Massing, M;3997;e;36,08;e;111;e
092775241112;Bayerbach;1627;e;19,43;e;84;e
092775241113;Bad Birnbach, M;5481;e;68,84;e;80;e
092775243140;Reut;1784;e;30,75;e;58;e
092775243148;Tann, M;3868;e;37,57;e;103;e
092775244118;Ering;1809;e;39,57;e;46;e
092775244147;Stubenberg;1411;e;18,18;e;78;e
092780118118;Bogen, St;9619;e;49,75;e;193;e
092780121121;Feldkirchen (Landkreis Straubing-Bogen);1802;e;22,66;e;80;e
092780123123;Geiselhöring, St;6529;e;99,85;e;65;e
092780129129;Haibach (Landkreis Straubing-Bogen);2156;e;32,37;e;67;e
092780141141;Kirchroth;3649;e;42,81;e;85;e
092780143143;Konzell;1743;e;26,75;e;65;e
092780144144;Laberweinting;3357;e;76,19;e;44;e
092780146146;Leiblfing;3981;e;78,41;e;51;e
092780148148;Mallersdorf-Pfaffenberg, M;6357;e;72,59;e;88;e
092780167167;Oberschneiding;2739;e;60,77;e;45;e
092780170170;Parkstetten;3006;e;19,51;e;154;e
092780178178;Rattenberg;1760;e;30,22;e;58;e
092780184184;Sankt Englmar;1544;e;36,86;e;42;e
092780190190;Steinach (Landkreis Straubing-Bogen);2911;e;23,14;e;126;e
092780197197;Wiesenfelden;3590;e;78,19;e;46;e
092785246147;Loitzendorf;620;e;12,03;e;52;e
092785246179;Rattiszell;1453;e;22,19;e;65;e
092785246189;Stallwang;1418;e;20,59;e;69;e
092785248116;Ascha;1556;e;19,54;e;80;e
092785248120;Falkenfels;1019;e;11,49;e;89;e
092785248134;Haselbach (Landkreis Straubing-Bogen);1717;e;18,44;e;93;e
092785248151;Mitterfels, M;2431;e;14,23;e;171;e
092785249139;Hunderdorf;3197;e;22,21;e;144;e
092785249154;Neukirchen (Landkreis Straubing-Bogen);1716;e;24,46;e;70;e
092785249198;Windberg;1052;e;7,97;e;132;e
092785250112;Aholfing;1709;e;21,40;e;80;e
092785250117;Atting;1635;e;14,92;e;110;e
092785250172;Perkam;1550;e;14,22;e;109;e
092785250177;Rain;2744;e;14,29;e;192;e
092785252149;Mariaposching;1413;e;19,63;e;72;e
092785252159;Niederwinkling;2493;e;25,65;e;97;e
092785252171;Perasdorf;625;e;16,04;e;39;e
092785252187;Schwarzach, M;2743;e;33,22;e;83;e
092785256113;Aiterhofen;3213;e;43,09;e;75;e
092785256182;Salching;2421;e;22,00;e;110;e
092785257140;Irlbach;1163;e;15,83;e;73;e
092785257192;Straßkirchen;3221;e;38,39;e;84;e
092790112112;Dingolfing, St;17773;e;44,01;e;404;e
092790113113;Eichendorf, M;6426;e;98,18;e;65;e
092790115115;Frontenhausen, M;4418;e;30,43;e;145;e
092790122122;Landau a.d.Isar, St;12500;e;84,41;e;148;e
092790124124;Loiching;3507;e;38,91;e;90;e
092790126126;Marklkofen;3561;e;40,71;e;87;e
092790127127;Mengkofen;5797;e;84,75;e;68;e
092790128128;Moosthenning;4700;e;70,43;e;67;e
092790130130;Niederviehbach;2450;e;29,63;e;83;e
092790132132;Pilsting, M;6292;e;71,18;e;88;e
092790134134;Reisbach, M;7460;e;94,21;e;79;e
092790135135;Simbach, M;3652;e;51,21;e;71;e
092790137137;Wallersdorf, M;6692;e;71,17;e;94;e
092795208116;Gottfrieding;2057;e;27,07;e;76;e
092795208125;Mamming;2871;e;41,48;e;69;e
093610000000;Amberg;41911;e;50,14;e;836;e
093620000000;Regensburg;135403;e;80,70;e;1678;e
093630000000;Weiden i.d.OPf.;41746;e;70,54;e;592;e
093710111111;Ammerthal;2129;e;8,14;e;262;e
093710113113;Auerbach i.d.OPf., St;8847;e;78,26;e;113;e
093710118118;Ebermannsdorf;2424;e;45,39;e;53;e
093710119119;Edelsfeld;1880;e;34,72;e;54;e
093710120120;Ensdorf (Landkreis Amberg-Sulzbach);2226;e;41,46;e;54;e
093710121121;Freihung, M;2619;e;46,36;e;56;e
093710122122;Freudenberg;4160;e;82,02;e;51;e
093710127127;Hirschau, St;5909;e;74,93;e;79;e
093710129129;Hohenburg, M;1600;e;39,28;e;41;e
093710132132;Kastl, M;2431;e;64,87;e;37;e
093710136136;Kümmersbruck;9735;e;46,37;e;210;e
093710144144;Poppenricht;3339;e;11,58;e;288;e
093710146146;Rieden, M;2799;e;32,29;e;87;e
093710148148;Schmidmühlen, M;2359;e;25,32;e;93;e
093710150150;Schnaittenbach, St;4275;e;63,41;e;67;e
093710151151;Sulzbach-Rosenberg, St;19597;e;53,12;e;369;e
093710154154;Ursensollen;3641;e;72,90;e;50;e
093710156156;Vilseck, St;6020;e;64,68;e;93;e
093715301123;Gebenbach;893;e;18,13;e;49;e
093715301126;Hahnbach, M;4997;e;67,38;e;74;e
093715302128;Hirschbach;1265;e;31,01;e;41;e
093715302135;Königstein, M;1755;e;35,12;e;50;e
093715303140;Etzelwang;1375;e;21,69;e;63;e
093715303141;Neukirchen b.Sulzbach-Rosenberg;2629;e;45,75;e;57;e
093715303157;Weigendorf;1203;e;12,59;e;96;e
093715304116;Birgland;1781;e;62,42;e;29;e
093715304131;Illschwang;2013;e;54,21;e;37;e
093720112112;Arnschwang;1926;e;28,32;e;68;e
093720113113;Arrach;2524;e;28,79;e;88;e
093720115115;Blaibach;1941;e;17,02;e;114;e
093720116116;Cham, St;16488;e;80,67;e;204;e
093720117117;Chamerau;2617;e;23,41;e;112;e
093720124124;Eschlkam, M;3433;e;60,51;e;57;e
093720126126;Furth im Wald, St;9025;e;67,04;e;135;e
093720130130;Grafenwiesen;1502;e;10,20;e;147;e
093720135135;Hohenwarth;1959;e;24,22;e;81;e
093720137137;Bad Kötzting, St;7111;e;62,19;e;114;e
093720138138;Lam, M;2692;e;33,39;e;81;e
093720143143;Miltach;2254;e;25,25;e;89;e
093720144144;Neukirchen b.Hl.Blut, M;3819;e;59,88;e;64;e
093720146146;Pemfling;2234;e;44,53;e;50;e
093720151151;Rimbach (Landkreis Cham);1934;e;24,72;e;78;e
093720153153;Roding, St;11242;e;113,68;e;99;e
093720154154;Rötz, St;3380;e;66,69;e;51;e
093720155155;Runding;2292;e;20,94;e;109;e
093720157157;Schönthal;1966;e;43,71;e;45;e
093720158158;Schorndorf;2600;e;38,54;e;67;e
093720164164;Traitsching;3995;e;45,42;e;88;e
093720168168;Waffenbrunn;2032;e;25,16;e;81;e
093720171171;Waldmünchen, St;6749;e;101,17;e;67;e
093720175175;Willmering;2047;e;10,30;e;199;e
093720177177;Zandt;1806;e;21,61;e;84;e
093720178178;Lohberg;1963;e;59,25;e;33;e
093725308163;Tiefenbach (Landkreis Cham);2009;e;45,80;e;44;e
093725308165;Treffelstein;999;e;20,87;e;48;e
093725310147;Pösing;967;e;9,12;e;106;e
093725310161;Stamsried, M;2153;e;43,43;e;50;e
093725312128;Gleißenberg;869;e;15,39;e;56;e
093725312174;Weiding (Landkreis Cham);2487;e;28,17;e;88;e
093725313149;Reichenbach (Landkreis Cham);1196;e;9,71;e;123;e
093725313170;Walderbach;2063;e;26,97;e;76;e
093725317167;Zell;1833;e;32,94;e;56;e
093725317169;Wald (Landkreis Cham);2793;e;37,78;e;74;e
093725318125;Falkenstein, M;3257;e;45,46;e;72;e
093725318142;Michelsneukirchen;1775;e;32,85;e;54;e
093725318150;Rettenbach (Landkreis Cham);1757;e;27,11;e;65;e
093730112112;Berching, St;8452;e;131,17;e;64;e
093730113113;Berg b.Neumarkt i.d.OPf.;7426;e;65,14;e;114;e
093730115115;Breitenbrunn, M;3397;e;70,79;e;48;e
093730119119;Deining;4306;e;71,37;e;60;e
093730121121;Dietfurt a.d.Altmühl, St;5883;e;78,79;e;75;e
093730126126;Freystadt, St;8564;e;80,56;e;106;e
093730134134;Hohenfels, M;2081;e;137,09;e;15;e
093730140140;Lauterhofen, M;3643;e;82,97;e;44;e
093730143143;Lupburg, M;2269;e;30,70;e;74;e
093730146146;Mühlhausen (Landkreis Neumarkt i.d.OPf.);4667;e;36,98;e;126;e
093730147147;Neumarkt i.d.OPf., GKSt;38362;e;79,01;e;486;e
093730151151;Parsberg, St;6480;e;57,33;e;113;e
093730155155;Postbauer-Heng, M;7319;e;24,65;e;297;e
093730156156;Pyrbaum, M;5548;e;50,26;e;110;e
093730160160;Seubersdorf i.d.OPf.;4985;e;68,29;e;73;e
093730167167;Velburg, St;5250;e;175,69;e;30;e
093735321114;Berngau;2472;e;27,12;e;91;e
093735321153;Pilsach;2653;e;47,65;e;56;e
093735321159;Sengenthal;2679;e;28,52;e;94;e
093740111111;Altenstadt a.d.Waldnaab;4859;e;22,04;e;220;e
093740118118;Eslarn, M;2796;e;55,24;e;51;e
093740121121;Floß, M;3515;e;54,42;e;65;e
093740122122;Flossenbürg;1643;e;23,27;e;71;e
093740124124;Grafenwöhr, St;6449;e;216,19;e;30;e
093740133133;Luhe-Wildenau, M;3389;e;38,65;e;88;e
093740134134;Mantel, M;2962;e;16,85;e;176;e
093740137137;Moosbach, M;2499;e;63,74;e;39;e
093740139139;Neustadt a.d.Waldnaab, St;5898;e;9,94;e;593;e
093740162162;Vohenstrauß, St;7500;e;74,06;e;101;e
093740164164;Waidhaus, M;2289;e;37,33;e;61;e
093740165165;Waldthurn, M;1986;e;30,96;e;64;e
093740168168;Windischeschenbach, St;5195;e;36,37;e;143;e
093745323128;Kirchendemenreuth;883;e;39,31;e;22;e
093745323144;Parkstein, M;2245;e;30,85;e;73;e
093745323150;Püchersreuth;1605;e;25,21;e;64;e
093745323158;Störnstein;1464;e;10,92;e;134;e
093745323160;Theisseil;1189;e;21,40;e;56;e
093745324148;Trabitz;1305;e;26,67;e;49;e
093745324149;Pressath, St;4425;e;66,33;e;67;e
093745324156;Schwarzenbach;1211;e;11,90;e;102;e
093745325119;Etzenricht;1613;e;13,58;e;119;e
093745325131;Kohlberg, M;1214;e;33,51;e;36;e
093745325166;Weiherhammer;3847;e;39,90;e;96;e
093745326129;Kirchenthumbach, M;3286;e;67,43;e;49;e
093745326155;Schlammersdorf;873;e;20,34;e;43;e
093745326163;Vorbach;1053;e;13,54;e;78;e
093745327117;Eschenbach i.d.OPf., St;4042;e;35,13;e;115;e
093745327140;Neustadt am Kulm, St;1214;e;20,30;e;60;e
093745327157;Speinshart;1114;e;23,77;e;47;e
093745329127;Irchenrieth;1159;e;5,27;e;220;e
093745329146;Pirk;1772;e;26,17;e;68;e
093745329154;Schirmitz;2042;e;4,97;e;411;e
093745329170;Bechtsrieth;1089;e;4,78;e;228;e
093745330132;Leuchtenberg, M;1251;e;32,37;e;39;e
093745330159;Tännesberg, M;1588;e;46,55;e;34;e
093745331123;Georgenberg;1380;e;36,79;e;38;e
093745331147;Pleystein, St;2472;e;42,41;e;58;e
093750117117;Barbing;4979;e;30,52;e;163;e
093750118118;Beratzhausen, M;5473;e;72,52;e;75;e
093750119119;Bernhardswald;5487;e;71,84;e;76;e
093750143143;Hagelstadt;1973;e;20,73;e;95;e
093750148148;Hemau, St;8454;e;122,29;e;69;e
093750161161;Köfering;2318;e;5,28;e;439;e
093750165165;Lappersdorf, M;12992;e;34,49;e;377;e
093750170170;Mintraching;4718;e;53,88;e;88;e
093750174174;Neutraubling, St;12767;e;9,75;e;1309;e
093750175175;Nittendorf, M;8832;e;32,96;e;268;e
093750179179;Obertraubling;7600;e;24,83;e;306;e
093750180180;Pentling;5704;e;32,55;e;175;e
093750181181;Pettendorf;3212;e;24,58;e;131;e
093750183183;Pfatter;3007;e;48,16;e;62;e
093750190190;Regenstauf, M;15026;e;103,79;e;145;e
093750196196;Schierling, M;7322;e;77,53;e;94;e
093750199199;Sinzing;6761;e;44,13;e;153;e
093750204204;Tegernheim;4857;e;11,43;e;425;e
093750205205;Thalmassing;3255;e;37,10;e;88;e
093750208208;Wenzenbach;8191;e;29,84;e;274;e
093750209209;Wiesent;2500;e;22,11;e;113;e
093750213213;Zeitlarn;5803;e;16,11;e;360;e
093755332131;Duggendorf;1583;e;22,03;e;72;e
093755332153;Holzheim a.Forst;968;e;15,64;e;62;e
093755332156;Kallmünz, M;2816;e;43,19;e;65;e
093755333122;Brunn (Landkreis Regensburg);1345;e;12,95;e;104;e
093755333127;Deuerling;2043;e;7,12;e;287;e
093755333162;Laaber, M;5147;e;28,78;e;179;e
093755334184;Pielenhofen;1404;e;14,52;e;97;e
093755334211;Wolfsegg;1467;e;15,34;e;96;e
093755335114;Altenthann;1563;e;21,48;e;73;e
093755335116;Bach a.d.Donau;1825;e;14,71;e;124;e
093755335130;Donaustauf, M;3800;e;9,72;e;391;e
093755336120;Brennberg;1917;e;30,53;e;63;e
093755336210;Wörth a.d.Donau, St;4429;e;52,25;e;85;e
093755337113;Alteglofsheim;3179;e;13,22;e;240;e
093755337182;Pfakofen;1544;e;15,29;e;101;e
093755338115;Aufhausen;1753;e;27,30;e;64;e
093755338171;Mötzing;1566;e;36,17;e;43;e
093755338191;Riekofen;773;e;23,93;e;32;e
093755338201;Sünching;1936;e;19,42;e;100;e
093760116116;Bodenwöhr;4194;e;54,24;e;77;e
093760117117;Bruck i.d.OPf., M;4257;e;39,21;e;109;e
093760119119;Burglengenfeld, St;12126;e;93,26;e;130;e
093760125125;Fensterbach;2370;e;26,84;e;88;e
093760141141;Maxhütte-Haidhof, St;10452;e;34,70;e;301;e
093760147147;Neunburg vorm Wald, St;7954;e;110,17;e;72;e
093760149149;Nittenau, St;8363;e;93,16;e;90;e
093760150150;Wernberg-Köblitz, M;5655;e;66,05;e;86;e
093760151151;Oberviechtach, St;4946;e;62,41;e;79;e
093760159159;Schmidgaden;2884;e;41,24;e;70;e
093760161161;Schwandorf, GKSt;27556;e;123,78;e;223;e
093760170170;Teublitz, St;7370;e;38,25;e;193;e
093765339131;Gleiritsch;653;e;10,94;e;60;e
093765339148;Niedermurach;1267;e;29,96;e;42;e
093765339171;Teunz;1907;e;30,73;e;62;e
093765339178;Winklarn, M;1433;e;33,71;e;43;e
093765341112;Altendorf (Landkreis Schwandorf);955;e;23,15;e;41;e
093765341133;Guteneck;891;e;35,08;e;25;e
093765341144;Nabburg, St;6168;e;62,40;e;99;e
093765342162;Schwarzach b.Nabburg;1513;e;27,35;e;55;e
093765342163;Schwarzenfeld, M;6251;e;38,26;e;163;e
093765342169;Stulln;1682;e;15,52;e;108;e
093765343153;Pfreimd, St;5413;e;51,45;e;105;e
093765343173;Trausnitz;975;e;17,62;e;55;e
093765344160;Schönsee, St;2584;e;50,26;e;51;e
093765344167;Stadlern;513;e;10,55;e;49;e
093765344176;Weiding (Landkreis Schwandorf);532;e;22,43;e;24;e
093765345122;Dieterskirchen;1008;e;24,13;e;42;e
093765345146;Neukirchen-Balbini, M;1147;e;47,29;e;24;e
093765345164;Schwarzhofen, M;1496;e;36,10;e;41;e
093765345172;Thanstein;1012;e;27,86;e;36;e
093765346168;Steinberg am See;1857;e;20,22;e;92;e
093765346175;Wackersdorf;5023;e;33,55;e;150;e
093770112112;Bärnau, St;3307;e;74,42;e;44;e
093770116116;Erbendorf, St;5220;e;67,54;e;77;e
093770118118;Friedenfels;1279;e;16,28;e;79;e
093770119119;Fuchsmühl, M;1667;e;14,84;e;112;e
093770127127;Immenreuth;1881;e;25,34;e;74;e
093770131131;Konnersreuth, M;1874;e;23,48;e;80;e
093770133133;Kulmain;2325;e;32,31;e;72;e
093770139139;Mähring, M;1833;e;72,93;e;25;e
093770142142;Neualbenreuth, M;1417;e;50,13;e;28;e
093770146146;Plößberg, M;3351;e;74,23;e;45;e
093770154154;Tirschenreuth, St;9154;e;103,93;e;88;e
093770157157;Waldershof, St;4405;e;60,37;e;73;e
093770158158;Waldsassen, St;6942;e;66,52;e;104;e
093775347137;Leonberg;1079;e;51,33;e;21;e
093775347141;Mitterteich, St;6887;e;39,38;e;175;e
093775347145;Pechbrunn;1395;e;26,45;e;53;e
093775348128;Kastl (Landkreis Tirschenreuth);1417;e;24,75;e;57;e
093775348129;Kemnath, St;5297;e;56,82;e;93;e
093775349113;Brand;1186;e;9,48;e;125;e
093775349115;Ebnath;1336;e;11,03;e;121;e
093775349143;Neusorg;1936;e;17,85;e;108;e
093775349148;Pullenreuth;1803;e;43,19;e;42;e
093775350132;Krummennaab;1548;e;17,68;e;88;e
093775350149;Reuth b.Erbendorf;1227;e;16,91;e;73;e
093775351117;Falkenberg, M;974;e;39,25;e;25;e
093775351159;Wiesau, M;4127;e;42,71;e;97;e
094610000000;Bamberg;70635;e;54,62;e;1293;e
094620000000;Bayreuth;70808;e;66,91;e;1058;e
094630000000;Coburg;41023;e;48,29;e;850;e
094640000000;Hof;44759;e;58,03;e;771;e
094710111111;Altendorf (Landkreis Bamberg);1959;e;8,70;e;225;e
094710117117;Bischberg;5998;e;17,55;e;342;e
094710119119;Breitengüßbach;4499;e;16,85;e;267;e
094710123123;Buttenheim, M;3433;e;30,06;e;114;e
094710131131;Frensdorf;4875;e;44,01;e;111;e
094710137137;Gundelsheim;3276;e;3,77;e;869;e
094710140140;Hallstadt, St;8519;e;14,60;e;583;e
094710142142;Heiligenstadt i.OFr., M;3590;e;76,71;e;47;e
094710145145;Hirschaid, M;11610;e;40,99;e;283;e
094710150150;Kemmern;2560;e;8,27;e;310;e
094710155155;Litzendorf;6020;e;25,86;e;233;e
094710159159;Memmelsdorf;8788;e;26,24;e;335;e
094710165165;Oberhaid (Landkreis Bamberg);4510;e;27,05;e;167;e
094710169169;Pettstadt;1968;e;9,88;e;199;e
094710172172;Pommersfelden;2880;e;35,70;e;81;e
094710174174;Rattelsdorf, M;4513;e;39,60;e;114;e
094710185185;Scheßlitz, St;7126;e;94,89;e;75;e
094710195195;Strullendorf;7712;e;31,70;e;243;e
094710207207;Viereth-Trunstadt;3525;e;15,82;e;223;e
094710214214;Zapfendorf, M;4945;e;30,54;e;162;e
094710220220;Schlüsselfeld, St;5638;e;70,25;e;80;e
094715401115;Baunach, St;4015;e;32,14;e;125;e
094715401133;Gerach (Landkreis Bamberg);959;e;7,78;e;123;e
094715401152;Lauter;1152;e;12,40;e;93;e
094715401175;Reckendorf;2017;e;13,06;e;154;e
094715403151;Königsfeld (Landkreis Bamberg);1356;e;42,85;e;32;e
094715403189;Stadelhofen;1268;e;41,09;e;31;e
094715403209;Wattendorf;695;e;22,24;e;31;e
094715406191;Stegaurach;6734;e;23,91;e;282;e
094715406208;Walsdorf (Landkreis Bamberg);2557;e;16,23;e;158;e
094715407122;Burgwindheim, M;1307;e;37,38;e;35;e
094715407128;Ebrach, M;1868;e;29,55;e;63;e
094715408120;Burgebrach, M;6502;e;87,86;e;74;e
094715408186;Schönbrunn i.Steigerwald;1929;e;24,69;e;78;e
094715445154;Lisberg;1765;e;8,36;e;211;e
094715445173;Priesendorf;1542;e;8,35;e;185;e
094720111111;Ahorntal;2217;e;41,70;e;53;e
094720116116;Bad Berneck i.Fichtelgebirge, St;4280;e;33,56;e;128;e
094720119119;Bindlach;7258;e;37,60;e;193;e
094720121121;Bischofsgrün;1946;e;8,39;e;232;e
094720131131;Eckersdorf;5100;e;36,17;e;141;e
094720138138;Fichtelberg;1936;e;5,16;e;375;e
094720139139;Gefrees, St;4528;e;50,30;e;90;e
094720143143;Goldkronach, St;3582;e;23,24;e;154;e
094720150150;Heinersreuth;3715;e;14,65;e;254;e
094720164164;Mehlmeisel;1391;e;13,23;e;105;e
094720175175;Pegnitz, St;13510;e;100,00;e;135;e
094720179179;Pottenstein, St;5341;e;73,29;e;73;e
